,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
17,Tim Rattay\tim-rattay-1,Louisiana Tech,Ind,11,293,477,61.4,3881,8.1,8.6,34,10,149.1,64,87,1.4,1
18,Chad Pennington*\chad-pennington-1,Marshall,MAC,13,276,473,58.4,3817,8.1,8.7,42,12,150.4,57,-50,-0.9,1
19,Dameyune Craig\dameyune-craig-1,Auburn,SEC,12,216,403,53.6,3277,8.1,7.6,18,13,130.2,96,0,0.0,4
20,Daunte Culpepper\daunte-culpepper-1,UCF,Ind,11,238,381,62.5,3086,8.1,8.2,25,10,146.9,136,438,3.2,5
21,Tim Lester\tim-lester-1,Western Michigan,MAC,10,154,268,57.5,2160,8.1,7.5,17,11,137.9,56,-102,-1.8,0
22,Peyton Manning\peyton-manning-1,Tennessee,SEC,12,287,477,60.2,3819,8.0,8.5,36,11,147.7,49,-30,-0.6,3
23,Chris Keldorf\chris-keldorf-1,North Carolina,ACC,11,104,181,57.5,1448,8.0,7.1,12,9,136.6,26,-108,-4.2,1
24,Jamie Barnette\jamie-barnette-1,North Carolina State,ACC,11,171,302,56.6,2378,7.9,7.0,19,14,134.3,77,78,1.0,3
25,Ryan Clement\ryan-clement-1,Miami (FL),Big East,11,157,267,58.8,2089,7.8,6.7,10,11,128.6,44,-120,-2.7,3
26,John Fitzgerald\john-fitzgerald-1,Tulsa,WAC,11,139,256,54.3,2003,7.8,6.2,9,13,121.5,42,76,1.8,1
27,Billy Dicken*\billy-dicken-1,Purdue,Big Ten,12,224,407,55.0,3136,7.7,7.0,21,16,128.9,97,351,3.6,6
28,Matt Sauk\matt-sauk-1,Utah State,Big West,11,190,378,50.3,2896,7.7,7.3,16,10,123.3,64,2,0.0,6
29,Pete Gonzalez\pete-gonzalez-1,Pitt,Big East,11,198,345,57.4,2657,7.7,8.5,30,7,146.7,91,169,1.9,3
30,Pat Bonner\pat-bonner-1,Temple,Big East,10,107,202,53.0,1561,7.7,5.7,7,12,117.4,51,-17,-0.3,1
31,Al Clark\al-clark-2,Virginia Tech,Big East,10,110,192,57.3,1477,7.7,8.0,10,3,136.0,94,347,3.7,3
32,Charlie Batch\charlie-batch-1,Eastern Michigan,MAC,11,247,434,56.9,3280,7.6,7.5,23,11,132.8,85,110,1.3,1
33,Stewart Patridge\stewart-patridge-1,Ole Miss,SEC,11,228,352,64.8,2667,7.6,7.4,12,7,135.7,56,-108,-1.9,1
34,Sam Ricketts\sam-ricketts-1,Miami (OH),MAC,11,188,324,58.0,2466,7.6,7.2,16,10,132.1,76,273,3.6,3
35,Marc Bulger*\marc-bulger-1,West Virginia,Big East,12,192,323,59.4,2465,7.6,7.1,14,10,131.7,52,-93,-1.8,2
36,Nealon Greene*\nealon-greene-1,Clemson,ACC,12,180,290,62.1,2212,7.6,7.3,16,9,138.1,115,345,3.0,1
37,Herb Tyler\herb-tyler-1,LSU,SEC,11,127,209,60.8,1581,7.6,7.0,10,7,133.4,96,279,2.9,7
38,Doug Johnson\doug-johnson-3,Florida,SEC,9,148,269,55.0,2023,7.5,7.1,21,12,135.0,38,-185,-4.9,1
39,Mike Samuel*\mike-samuel-1,Wisconsin,Big Ten,13,141,254,55.5,1896,7.5,5.8,8,13,118.4,129,242,1.9,8
40,Oscar Davenport\oscar-davenport-1,North Carolina,ACC,11,115,183,62.8,1380,7.5,7.6,7,3,135.5,49,12,0.2,2
41,Jose Davis\jose-davis-1,Kent State,MAC,10,194,365,53.2,2707,7.4,7.4,32,14,136.7,50,176,3.5,3
42,Brian Griese\brian-griese-1,Michigan,Big Ten,11,175,277,63.2,2042,7.4,7.6,14,5,138.2,51,7,0.1,2
43,John Hessler\john-hessler-1,Colorado,Big 12,11,181,338,53.6,2478,7.3,6.0,14,16,119.3,75,188,2.5,5
44,Matt Hasselbeck\matt-hasselbeck-1,Boston College,Big East,10,188,305,61.6,2239,7.3,6.6,11,10,128.6,71,24,0.3,1
45,Lee Jolly\lee-jolly-1,UAB,Ind,10,108,209,51.7,1530,7.3,6.9,11,7,123.8,80,8,0.1,1
46,Branndon Stewart\branndon-stewart-2,Texas A&M,Big 12,12,111,196,56.6,1429,7.3,7.4,10,4,130.6,42,-69,-1.6,2
47,Josh Skinner\josh-skinner-2,Hawaii,WAC,10,109,195,55.9,1416,7.3,4.6,3,13,108.6,58,-31,-0.5,2
48,Ryan Kealy\ryan-kealy-1,Arizona State,Pac-10,11,162,297,54.5,2137,7.2,7.1,15,7,126.9,52,-201,-3.9,0
49,Jonathan Crosswhite\jonathan-crosswhite-1,Utah,WAC,9,130,222,58.6,1588,7.2,6.1,9,9,123.9,47,-109,-2.3,1
50,Jake Josetti\jake-josetti-1,Ball State,MAC,11,106,217,48.8,1569,7.2,5.5,13,14,116.4,112,157,1.4,3
51,Tim Couch\tim-couch-1,Kentucky,SEC,11,363,547,66.4,3884,7.1,6.9,37,19,141.4,66,-125,-1.9,3
52,Shaun King\shaun-king-1,Tulane,CUSA,11,199,363,54.8,2567,7.1,6.7,24,14,128.3,124,511,4.1,5
53,Bernard Oden\bernard-oden-1,Memphis,CUSA,11,170,316,53.8,2249,7.1,6.6,12,9,120.4,129,81,0.6,8
54,Ortege Jenkins\ortege-jenkins-1,Arizona,Pac-10,10,115,235,48.9,1669,7.1,7.8,19,5,131.0,65,53,0.8,2
55,Justin Vedder\justin-vedder-1,California,Pac-10,11,221,390,56.7,2718,7.0,6.4,20,14,125.0,99,25,0.3,0
56,Brian Brennan\brian-brennan-2,Idaho,Big West,10,218,387,56.3,2708,7.0,7.4,19,5,128.7,46,-36,-0.8,1
57,Brian Kuklick\brian-kuklick-1,Wake Forest,ACC,9,190,312,60.9,2180,7.0,6.4,15,11,128.4,51,-48,-0.9,1
58,Ron Powlus\ron-powlus-1,Notre Dame,Ind,12,182,298,61.1,2078,7.0,6.5,9,7,124.9,46,-49,-1.1,0
59,Chris Redman\chris-redman-1,Louisville,CUSA,11,261,445,58.7,3079,6.9,6.3,18,14,123.8,47,-121,-2.6,0
60,Jon Denton\jon-denton-1,UNLV,WAC,9,199,374,53.2,2586,6.9,5.8,18,17,118.1,64,5,0.1,3
61,Tim Crowley\tim-crowley-1,Central Michigan,MAC,10,148,321,46.1,2204,6.9,6.1,11,10,108.9,47,-40,-0.9,0
62,John Fox\john-fox-1,USC,Pac-10,11,153,280,54.6,1940,6.9,6.5,12,8,121.3,44,-28,-0.6,1
63,Tim Hughes\tim-hughes-1,Northwestern,Big Ten,12,142,270,52.6,1862,6.9,6.7,11,6,119.5,54,-74,-1.4,0
64,Brian Cummings\brian-cummings-1,Maryland,ACC,11,154,255,60.4,1760,6.9,6.6,10,6,126.6,100,-139,-1.4,1
65,Akili Smith*\akili-smith-1,Oregon,Pac-10,11,108,200,54.0,1385,6.9,6.7,13,7,126.6,89,183,2.1,2
66,Chris Wallace\chris-wallace-1,Toledo,MAC,12,232,433,53.6,2955,6.8,7.1,27,9,127.3,98,232,2.4,2
67,Jason Mills\jason-mills-1,North Texas,Big West,11,127,245,51.8,1667,6.8,6.2,13,9,119.2,68,35,0.5,1
68,Matt Wyatt\matt-wyatt-1,Mississippi State,SEC,11,92,201,45.8,1369,6.8,4.0,6,15,97.9,36,-80,-2.2,0
69,Todd Bandhauer\todd-bandhauer-1,Iowa State,Big 12,11,180,374,48.1,2514,6.7,6.7,20,9,117.4,52,-379,-7.3,0
70,Chad Hutchinson\chad-hutchinson-1,Stanford,Pac-10,11,189,315,60.0,2101,6.7,5.9,10,10,120.2,61,-216,-3.5,1
71,Todd Schultz*\todd-schultz-1,Michigan State,Big Ten,12,177,299,59.2,2003,6.7,5.3,18,17,124.0,30,-78,-2.6,2
72,Bob Niemet\bob-niemet-1,Bowling Green State,MAC,9,133,256,52.0,1723,6.7,5.9,8,8,112.6,61,-8,-0.1,3
73,Anthony Wright\anthony-wright-4,South Carolina,SEC,9,139,252,55.2,1685,6.7,7.2,18,5,130.9,71,44,0.6,1
74,Cory Sauter\cory-sauter-1,Minnesota,Big Ten,12,126,234,53.8,1576,6.7,5.7,8,9,114.0,129,20,0.2,3
75,Clint Stoerner\clint-stoerner-1,Arkansas,SEC,11,173,357,48.5,2347,6.6,5.6,12,13,107.5,81,-267,-3.3,2
76,Ty Houghtaling\ty-houghtaling-1,New Mexico State,Big West,11,152,301,50.5,1985,6.6,5.9,10,9,110.9,98,408,4.2,5
77,Jay Rodgers\jay-rodgers-1,Indiana,Big Ten,11,192,330,58.2,2156,6.5,5.0,6,14,110.6,60,-121,-2.0,0
78,Freddie Kitchens\freddie-kitchens-1,Alabama,SEC,11,121,237,51.1,1545,6.5,6.7,11,4,117.8,48,15,0.3,1
79,Lee Roberts*\lee-roberts-1,Southern Mississippi,CUSA,12,194,350,55.4,2248,6.4,6.2,16,9,119.3,36,-192,-5.3,0
80,Jay Stoner\jay-stoner-1,Wyoming,WAC,11,149,299,49.8,1890,6.3,5.4,8,10,105.1,65,113,1.7,2
81,James Brown\james-brown-3,Texas,Big 12,10,133,267,49.8,1676,6.3,4.8,5,11,100.5,41,29,0.7,1
82,Daniel Jeremiah\daniel-jeremiah-1,Louisiana-Monroe,Ind,10,120,229,52.4,1450,6.3,5.7,9,7,112.4,45,96,2.1,1
83,Dan O'Dell\dan-odell-1,San Jose State,WAC,9,87,180,48.3,1130,6.3,5.2,13,10,113.8,49,50,1.0,2
84,Zebbie Lethridge\zebbie-lethridge-1,Texas Tech,Big 12,11,134,261,51.3,1622,6.2,6.0,6,4,108.1,107,133,1.2,7
85,Chad Plummer*\chad-plummer-1,Cincinnati,CUSA,12,87,190,45.8,1176,6.2,4.5,6,10,97.7,149,606,4.1,7
86,Jason McKinley\jason-mckinley-1,Houston,CUSA,11,166,314,52.9,1910,6.1,5.1,9,11,106.4,29,-109,-3.8,0
87,Jeff Watson\jeff-watson-1,Baylor,Big 12,11,143,260,55.0,1550,6.0,5.0,5,8,105.3,76,43,0.6,3
88,Brian Vye\brian-vye-1,San Jose State,WAC,10,78,169,46.2,1019,6.0,5.0,5,6,99.5,63,135,2.1,1
89,Mike McMahon\mike-mcmahon-1,Rutgers,Big East,9,104,212,49.1,1259,5.9,4.0,6,12,97.0,49,17,0.3,2
90,Dan Gonzalez\dan-gonzalez-1,East Carolina,CUSA,11,253,431,58.7,2510,5.8,5.5,16,10,115.2,75,-91,-1.2,1
91,Billy Volek\billy-volek-1,Fresno State,WAC,12,178,318,56.0,1853,5.8,6.0,17,6,118.8,71,-99,-1.4,2
92,Damian Allen\damian-allen-1,Vanderbilt,SEC,11,128,283,45.2,1544,5.5,4.4,8,10,93.3,104,184,1.8,1
93,Tim Alexander\tim-alexander-1,Oregon State,Pac-10,11,157,327,48.0,1745,5.3,3.8,6,14,90.3,127,288,2.3,2
94,Jeff Dover\jeff-dover-1,Texas Christian,WAC,10,97,199,48.7,1063,5.3,4.9,5,4,97.9,29,-109,-3.8,2
95,Bobby Campbell\bobby-campbell-1,Duke,ACC,9,85,176,48.3,925,5.3,2.9,2,10,84.8,53,82,1.5,4
