,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
52,Bill Byrne\bill-byrne-1,Navy,Ind,11,151,269,56.1,1694,6.3,5.1,8,11,110.7,29,-63,-2.2,1
53,Jeff Wickersham\jeff-wickersham-1,LSU,SEC,11,209,346,60.4,2145,6.2,5.3,5,9,112.0,68,-61,-0.9,1
54,Kevin Anthony\kevin-anthony-1,North Carolina,ACC,11,142,249,57.0,1546,6.2,4.7,11,13,113.3,43,-143,-3.3,2
55,Steve Beuerlein\steve-beuerlein-1,Notre Dame,Ind,11,107,214,50.0,1335,6.2,3.8,3,13,94.9,43,-19,-0.4,1
56,Don Majkowski\don-majkowski-1,Virginia,ACC,11,95,199,47.7,1233,6.2,5.1,7,8,103.4,87,295,3.4,6
57,Marshall Taylor\marshall-taylor-2,Northern Illinois,MAC,11,94,186,50.5,1162,6.2,4.3,4,10,99.4,184,438,2.4,6
58,Jim Miller\jim-miller-6,New Mexico State,PCAA,10,179,338,53.0,2024,6.0,4.1,7,17,100.0,126,222,1.8,3
59,Ronnie Williams*\ronnie-williams-3,Oklahoma State,Big 8,10,141,291,48.5,1757,6.0,4.6,8,13,99.3,61,-76,-1.2,1
60,John Shaffer\john-shaffer-1,Penn State,Ind,11,103,228,45.2,1366,6.0,4.7,8,10,98.3,51,-43,-0.8,4
61,Doug Allen\doug-allen-3,San Jose State,PCAA,11,142,290,49.0,1717,5.9,4.0,4,14,93.6,89,242,2.7,1
62,Danny Sparkman\danny-sparkman-1,Memphis,Ind,11,142,272,52.2,1606,5.9,4.7,9,11,104.6,70,37,0.5,0
63,Hugh Millen\hugh-millen-1,Washington,Pac-10,10,158,264,59.8,1565,5.9,4.0,6,14,106.5,27,-78,-2.9,0
64,Ed Rubbert\ed-rubbert-1,Louisville,Ind,11,120,256,46.9,1475,5.8,4.0,5,12,92.3,31,-185,-6.0,1
65,Joe Gagliardi\joe-gagliardi-1,Rutgers,Ind,9,128,220,58.2,1273,5.8,3.9,6,12,104.9,42,-59,-1.4,0
66,John Congemi\john-congemi-1,Pitt,Ind,11,122,241,50.6,1377,5.7,4.2,6,11,97.7,69,-30,-0.4,4
67,David Rascoe\david-rascoe-1,Texas Christian,SWC,10,71,165,43.0,941,5.7,3.6,5,10,88.8,101,50,0.5,0
68,Brian McDonald\brian-mcdonald-2,Wichita State,MVC,11,129,270,47.8,1497,5.5,5.5,9,4,102.4,64,42,0.7,4
69,Dennis Swearingen\dennis-swearingen-1,Ohio,MAC,11,195,383,50.9,2056,5.4,3.0,13,26,93.6,104,-114,-1.1,2
70,Todd Greenwood\todd-greenwood-1,Virginia Tech,Ind,11,85,169,50.3,919,5.4,3.9,7,9,99.0,46,-3,-0.1,3
71,A.J. Sager\aj-sager-1,Toledo,MAC,9,130,253,51.4,1335,5.3,3.5,4,12,91.4,34,-122,-3.6,0
72,Alex Espinoza\alex-espinoza-2,Iowa State,Big 8,11,159,330,48.2,1704,5.2,3.9,8,13,91.7,91,-133,-1.5,2
73,Alex Espinoza\alex-espinoza-1,Iowa State,Big 8,11,159,330,48.2,1704,5.2,3.9,8,13,91.7,91,-133,-1.5,2
74,Brad Ipsen\brad-ipsen-1,Utah State,PCAA,11,78,182,42.9,851,4.7,2.2,2,11,73.7,49,-17,-0.3,0
75,Eric Hochberg\eric-hochberg-1,Rutgers,Ind,9,79,169,46.7,752,4.4,3.1,4,7,83.6,12,-20,-1.7,0
