,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
21,David Greene*\david-greene-1,Georgia,SEC,14,218,379,57.5,2924,7.7,7.9,22,8,137.3,65,-52,-0.8,2
22,Jon Beutjer\jon-beutjer-1,Illinois,Big Ten,11,193,327,59.0,2511,7.7,7.4,21,11,138.0,44,7,0.2,2
23,Jon Beutjer\jon-beutjer-2,Illinois,Big Ten,11,193,327,59.0,2511,7.7,7.4,21,11,138.0,44,7,0.2,2
24,Zack Threadgill\zack-threadgill-1,Nevada,WAC,12,275,451,61.0,3418,7.6,7.0,26,17,136.1,62,116,1.9,1
25,Ben Roethlisberger\ben-roethlisberger-1,Miami (OH),MAC,12,271,428,63.3,3238,7.6,7.4,22,11,138.7,82,-54,-0.7,1
26,Rod Rutherford*\rod-rutherford-1,Pitt,Big East,13,192,367,52.3,2783,7.6,7.3,22,12,129.3,182,398,2.2,6
27,Gino Guidugli*\gino-guidugli-1,Cincinnati,CUSA,14,258,472,54.7,3543,7.5,6.4,22,21,124.2,69,27,0.4,3
28,Jason Fife*\jason-fife-1,Oregon,Pac-10,13,190,367,51.8,2752,7.5,7.6,24,10,130.9,76,67,0.9,3
29,Dustin Long\dustin-long-1,Texas A&M,Big 12,12,177,333,53.2,2509,7.5,6.5,19,16,125.7,49,13,0.3,1
30,Chris Rix*\chris-rix-1,Florida State,ACC,11,118,225,52.4,1684,7.5,7.2,13,7,128.2,86,289,3.4,3
31,Derek Anderson*\derek-anderson-1,Oregon State,Pac-10,13,211,449,47.0,3313,7.4,7.2,25,13,121.6,45,-231,-5.1,2
32,Charlie Frye\charlie-frye-1,Akron,MAC,12,250,380,65.8,2824,7.4,7.2,15,9,136.5,102,125,1.2,7
33,Casey Clausen*\casey-clausen-1,Tennessee,SEC,11,194,310,62.6,2297,7.4,7.1,11,7,132.0,61,-7,-0.1,1
34,Corey Jenkins\corey-jenkins-1,South Carolina,SEC,12,100,180,55.6,1334,7.4,5.7,7,10,119.5,160,655,4.1,4
35,Cody Pickett*\cody-pickett-1,Washington,Pac-10,13,365,612,59.6,4458,7.3,7.2,28,14,131.4,86,-185,-2.2,3
36,Seneca Wallace*\seneca-wallace-1,Iowa State,Big 12,14,244,443,55.1,3245,7.3,6.2,15,18,119.7,123,437,3.6,8
37,Brian St. Pierre*\brian-st-pierre-1,Boston College,Big East,13,237,407,58.2,2983,7.3,6.3,18,17,126.0,68,126,1.9,1
38,Paul Pinegar*\paul-pinegar-1,Fresno State,WAC,14,230,403,57.1,2929,7.3,7.1,20,10,129.5,65,-131,-2.0,1
39,Zack Mills*\zack-mills-1,Penn State,Big Ten,13,188,333,56.5,2417,7.3,6.9,17,10,128.3,87,201,2.3,3
40,Timmy Chang*\timmy-chang-1,Hawaii,WAC,14,349,624,55.9,4474,7.2,6.4,25,22,122.3,39,-17,-0.4,1
41,Jose Fuentes\jose-fuentes-1,Utah State,Ind,11,246,454,54.2,3268,7.2,6.6,20,15,122.6,57,-104,-1.8,0
42,Adam Hall\adam-hall-1,San Diego State,MWC,11,272,452,60.2,3253,7.2,7.1,17,9,129.1,64,-110,-1.7,0
43,Scott Rislov\scott-rislov-1,San Jose State,WAC,13,275,449,61.2,3251,7.2,6.8,22,14,132.0,72,13,0.2,0
44,Brian Lindgren\brian-lindgren-1,Idaho,Sun Belt,11,240,382,62.8,2763,7.2,7.0,19,10,134.8,47,-97,-2.1,0
45,Gibran Hamdan\gibran-hamdan-1,Indiana,Big Ten,12,152,293,51.9,2115,7.2,5.7,9,14,113.1,55,-52,-0.9,1
46,Bradlee Van Pelt*\bradlee-van-pelt-1,Colorado State,MWC,14,150,287,52.3,2073,7.2,6.8,10,7,119.6,150,819,5.5,11
47,Brooks Bollinger*\brooks-bollinger-1,Wisconsin,Big Ten,13,131,245,53.5,1758,7.2,7.6,14,4,129.3,160,466,2.9,8
48,Andrico Hines\andrico-hines-1,Middle Tennessee State,Sun Belt,11,142,243,58.4,1753,7.2,6.4,6,7,121.4,150,486,3.2,10
49,Eli Manning*\eli-manning-1,Ole Miss,SEC,13,279,481,58.0,3401,7.1,6.5,21,15,125.6,39,-120,-3.1,2
50,Casey Bramlet\casey-bramlet-1,Wyoming,MWC,12,277,464,59.7,3290,7.1,6.4,24,18,128.6,101,35,0.3,5
51,Matt Schaub*\matt-schaub-1,Virginia,ACC,14,288,418,68.9,2976,7.1,7.7,28,7,147.5,70,95,1.4,2
52,Kyle Orton*\kyle-orton-1,Purdue,Big Ten,13,192,317,60.6,2257,7.1,6.7,13,9,128.2,43,47,1.1,0
53,Jason Thomas\jason-thomas-1,UNLV,MWC,11,134,274,48.9,1936,7.1,6.5,8,7,112.8,124,448,3.6,9
54,Aaron Karas\aaron-karas-1,Baylor,Big 12,11,150,251,59.8,1792,7.1,5.3,6,13,117.3,95,-3,0.0,1
55,Micky D'Angelo*\micky-dangelo-1,Southern Mississippi,CUSA,12,122,232,52.6,1647,7.1,6.2,7,8,115.3,61,-21,-0.3,0
56,Kliff Kingsbury*\kliff-kingsbury-1,Texas Tech,Big 12,14,479,712,67.3,5017,7.0,7.5,45,13,143.7,102,-114,-1.1,2
57,Luke McCown\luke-mccown-1,Louisiana Tech,WAC,12,296,505,58.6,3539,7.0,6.1,19,19,122.4,61,30,0.5,2
58,Nate Hybl*\nate-hybl-1,Oklahoma,Big 12,14,209,363,57.6,2538,7.0,7.3,24,8,133.7,63,-54,-0.9,1
59,Asad Abdul-Khaliq*\asad-abdul-khaliq-1,Minnesota,Big Ten,12,165,315,52.4,2190,7.0,6.6,19,11,123.7,86,322,3.7,5
60,Chad Munson\chad-munson-1,Western Michigan,MAC,12,162,309,52.4,2160,7.0,5.4,14,17,115.1,34,-120,-3.5,0
61,Carlyle Holiday*\carlyle-holiday-1,Notre Dame,Ind,12,129,257,50.2,1788,7.0,6.9,10,5,117.6,92,200,2.2,3
62,Josh Harris\josh-harris-2,Bowling Green State,MAC,12,198,353,56.1,2425,6.9,6.5,19,11,125.3,186,737,4.0,20
63,Jared Lorenzen\jared-lorenzen-1,Kentucky,SEC,12,183,327,56.0,2267,6.9,7.7,24,5,135.4,60,-51,-0.9,0
64,Rex Grossman*\rex-grossman-1,Florida,SEC,13,287,503,57.1,3402,6.8,6.1,22,17,121.5,58,-65,-1.1,1
65,Dan Orlovsky\dan-orlovsky-1,Connecticut,Ind,12,221,366,60.4,2488,6.8,6.5,19,11,128.6,50,-86,-1.7,4
66,Brett Basanez\brett-basanez-1,Northwestern,Big Ten,10,190,325,58.5,2204,6.8,6.2,7,7,118.2,67,96,1.4,4
67,Elliot Jacobs\elliot-jacobs-1,Arkansas State,Sun Belt,13,136,258,52.7,1751,6.8,6.1,7,7,113.2,82,193,2.4,6
68,Matt Jones*\matt-jones-1,Arkansas,SEC,14,122,234,52.1,1592,6.8,6.6,16,8,125.0,129,614,4.8,5
69,Jay Cutler\jay-cutler-1,Vanderbilt,SEC,11,103,212,48.6,1433,6.8,5.8,10,9,112.4,123,393,3.2,9
70,Troy Nunes\troy-nunes-1,Syracuse,Big East,9,115,198,58.1,1337,6.8,6.0,8,7,121.1,51,24,0.5,0
71,Kyle Boller\kyle-boller-1,California,Pac-10,12,225,421,53.4,2815,6.7,6.9,28,10,126.8,72,-83,-1.2,3
72,Troy Edwards\troy-edwards-1,Eastern Michigan,MAC,12,232,410,56.6,2762,6.7,5.8,22,18,122.1,45,-95,-2.1,0
73,Darrell Hackney\darrell-hackney-1,UAB,CUSA,11,149,293,50.9,1977,6.7,6.6,14,7,118.5,85,-14,-0.2,2
74,Sean Stilley*\sean-stilley-1,Texas Christian,CUSA,9,114,204,55.9,1371,6.7,4.9,6,11,111.3,65,86,1.3,1
75,Jon Van Cleave\jon-van-cleave-1,Louisiana,Sun Belt,11,169,316,53.5,2081,6.6,5.0,9,15,108.7,64,-50,-0.8,0
76,Adam Smith\adam-smith-1,Duke,ACC,12,174,308,56.5,2031,6.6,6.1,12,9,118.9,62,-119,-1.9,0
77,Andy Roesch\andy-roesch-1,Ball State,MAC,9,113,202,55.9,1341,6.6,6.6,15,7,129.3,33,68,2.1,1
78,John Navarre*\john-navarre-1,Michigan,Big Ten,13,248,448,55.4,2905,6.5,6.7,21,7,122.2,40,-16,-0.4,2
79,Dave Ragone*\dave-ragone-1,Louisville,CUSA,13,237,441,53.7,2880,6.5,6.5,24,11,121.6,131,248,1.9,0
80,Danny Wimprine\danny-wimprine-1,Memphis,CUSA,12,235,435,54.0,2820,6.5,5.7,23,18,117.7,98,40,0.4,2
81,Marquel Blackwell\marquel-blackwell-1,South Florida,Ind,11,230,403,57.1,2590,6.4,7.0,18,3,124.3,89,302,3.4,5
82,Brad Smith\brad-smith-1,Missouri,Big 12,12,196,366,53.6,2333,6.4,6.5,15,6,117.3,193,1029,5.3,7
83,Paul Troth\paul-troth-1,East Carolina,CUSA,12,177,359,49.3,2315,6.4,4.8,15,20,106.1,61,-210,-3.4,1
84,Willie Simmons*\willie-simmons-1,Clemson,ACC,10,142,244,58.2,1559,6.4,5.6,6,7,114.2,59,49,0.8,1
85,Steven Jyles\steven-jyles-1,Louisiana-Monroe,Sun Belt,12,181,368,49.2,2318,6.3,6.1,17,9,112.4,85,165,1.9,3
86,J.P. Losman*\jp-losman-1,Tulane,CUSA,13,230,401,57.4,2468,6.2,6.0,19,10,119.7,88,19,0.2,6
87,A.J. Suggs*\aj-suggs-1,Georgia Tech,ACC,13,208,363,57.3,2242,6.2,5.0,12,15,111.8,52,21,0.4,0
88,A.J. Suggs*\aj-suggs-2,Georgia Tech,ACC,13,208,363,57.3,2242,6.2,5.0,12,15,111.8,52,21,0.4,0
89,Kevin Fant\kevin-fant-1,Mississippi State,SEC,10,163,311,52.4,1918,6.2,5.1,10,12,107.1,61,-69,-1.1,0
90,Rasheed Marshall*\rasheed-marshall-1,West Virginia,Big East,13,139,259,53.7,1616,6.2,6.1,9,5,113.7,173,666,3.8,13
91,Robert Hodge*\robert-hodge-1,Colorado,Big 12,13,137,258,53.1,1609,6.2,5.7,13,9,115.1,73,88,1.2,2
92,Tyler Gooch\tyler-gooch-1,Tulsa,WAC,11,190,348,54.6,2100,6.0,6.0,17,8,116.8,127,219,1.7,1
93,Casey Kelly\casey-kelly-1,New Mexico,MWC,12,163,282,57.8,1667,5.9,5.9,13,6,118.4,108,229,2.1,6
94,Derrick Vickers\derrick-vickers-1,Central Michigan,MAC,12,175,320,54.7,1828,5.7,5.6,9,5,108.8,62,105,1.7,4
95,Kyle Matter\kyle-matter-1,Stanford,Pac-10,10,116,214,54.2,1219,5.7,4.3,8,10,105.0,68,64,0.9,2
96,Mike McGann\mike-mcgann-1,Temple,Big East,12,173,353,49.0,1994,5.6,3.6,13,22,96.1,95,200,2.1,3
97,Zac Dahman\zac-dahman-1,Army,CUSA,10,89,184,48.4,1039,5.6,4.0,5,9,95.0,24,-71,-3.0,0
98,Bill Whittemore\bill-whittemore-1,Kansas,Big 12,9,151,305,49.5,1666,5.5,5.3,11,6,103.4,137,549,4.0,11
99,Joshua Cribbs\joshua-cribbs-1,Kent State,MAC,10,91,186,48.9,1014,5.5,2.5,4,14,86.8,137,1057,7.7,10
100,Hansell Bearden\hansell-bearden-1,Troy,Ind,12,125,288,43.4,1463,5.1,3.0,6,16,81.8,98,211,2.2,2
101,Randall Secky\randall-secky-1,Buffalo,MAC,12,204,421,48.5,2015,4.8,4.0,12,13,91.9,59,-153,-2.6,0
102,Tate Wallis\tate-wallis-1,SMU,WAC,12,83,182,45.6,834,4.6,2.4,3,10,78.5,72,232,3.2,0
