,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
50,Derek Stott\derek-stott-1,UNLV,Big West,11,78,168,46.4,1147,6.8,4.8,8,11,106.4,82,308,3.8,0
51,Shawn Jones\shawn-jones-2,Georgia Tech,ACC,12,178,339,52.5,2288,6.7,5.0,11,18,109.3,114,361,3.2,7
52,Keith West\keith-west-1,Wake Forest,ACC,11,153,296,51.7,1969,6.7,4.5,9,18,105.4,51,-66,-1.3,0
53,Chip Hilleary\chip-hilleary-1,Kansas,Big 8,11,98,188,52.1,1267,6.7,6.2,6,5,114.0,93,400,4.3,14
54,Roy Johnson\roy-johnson-1,Arkansas State,Ind,11,120,263,45.6,1747,6.6,4.6,7,15,98.8,170,782,4.6,12
55,Mike Neu\mike-neu-1,Ball State,MAC,11,141,225,62.7,1491,6.6,5.4,6,9,119.1,51,-78,-1.5,1
56,Phil Johnson\phil-johnson-2,Missouri,Big 8,11,167,311,53.7,2029,6.5,5.5,14,13,115.0,67,158,2.4,0
57,Kevin Meger\kevin-meger-1,Toledo,MAC,11,147,276,53.3,1787,6.5,4.8,6,13,105.4,94,407,4.3,5
58,Dave Brown\dave-brown-2,Duke,ACC,11,230,437,52.6,2794,6.4,5.8,20,15,114.6,90,57,0.6,5
59,Tom Tarver\tom-tarver-1,Rutgers,Big East,11,164,307,53.4,1969,6.4,5.0,10,14,108.9,55,-194,-3.5,2
60,Bret Powers\bret-powers-1,Arizona State,Pac-10,11,127,234,54.3,1500,6.4,5.0,8,11,110.0,24,-114,-4.8,1
61,Jeremy Leach\jeremy-leach-1,New Mexico,WAC,9,108,218,49.5,1395,6.4,4.6,5,11,100.8,40,-125,-3.1,1
62,Tommy Waters\tommy-waters-1,Southern Mississippi,Ind,11,135,250,54.0,1563,6.3,5.3,6,8,108.0,52,-151,-2.9,1
63,Jim Miller\jim-miller-7,Michigan State,Big Ten,11,130,218,59.6,1368,6.3,4.6,6,11,111.3,54,-71,-1.3,0
64,Darren Studstill\darren-studstill-1,West Virginia,Big East,10,85,168,50.6,1055,6.3,3.8,8,13,103.6,88,307,3.5,2
65,Marquel Fleetwood\marquel-fleetwood-1,Minnesota,Big Ten,11,155,264,58.7,1642,6.2,4.9,5,10,109.6,96,178,1.9,2
66,Reggie Perry\reggie-perry-1,USC,Pac-10,11,131,255,51.4,1574,6.2,4.3,3,12,97.7,105,254,2.4,5
67,Gene Johnson\gene-johnson-3,Louisiana Tech,Ind,11,118,207,57.0,1281,6.2,5.9,10,6,119.1,40,-93,-2.3,0
68,Stan White\stan-white-2,Auburn,SEC,11,158,317,49.8,1927,6.1,4.6,8,14,100.4,57,-3,-0.1,4
69,Peter Gardere\peter-gardere-1,Texas,SWC,11,114,228,50.0,1390,6.1,4.0,5,13,97.0,91,33,0.4,2
70,Keith Benton\keith-benton-1,Memphis,Ind,11,90,199,45.2,1203,6.0,3.9,8,13,96.2,116,329,2.8,4
71,Brad Tayles\brad-tayles-1,Western Michigan,MAC,11,162,328,49.4,1949,5.9,4.5,14,17,103.0,62,46,0.7,3
72,Jeff Bender\jeff-bender-1,Central Michigan,MAC,11,156,297,52.5,1754,5.9,4.9,10,11,105.8,53,35,0.7,0
73,Kenny Ford\kenny-ford-1,Oklahoma State,Big 8,11,111,238,46.6,1377,5.8,3.0,7,18,89.8,87,147,1.7,0
74,Michael Carter\michael-carter-2,Hawaii,WAC,12,81,205,39.5,1172,5.7,3.7,4,11,83.2,221,1092,4.9,16
75,Trent Thompson\trent-thompson-1,Temple,Big East,11,79,172,45.9,927,5.4,3.6,5,9,90.3,67,227,3.4,1
76,Jim Clement\jim-clement-1,Miami (OH),MAC,11,81,178,45.5,938,5.3,3.8,7,9,92.6,89,239,2.7,3
77,Jim Sandwisch\jim-sandwisch-1,Maryland,ACC,11,142,291,48.8,1499,5.2,3.7,6,12,90.6,63,-97,-1.5,0
78,Billy Duncan\billy-duncan-1,Tulane,Ind,10,92,203,45.3,1065,5.2,4.8,4,4,92.0,31,-21,-0.7,0
79,Erik Watts\erik-watts-1,Louisville,Ind,10,115,260,44.2,1294,5.0,2.7,6,16,81.3,28,-144,-5.1,0
80,Chad May\chad-may-1,Cal State Fullerton,Big West,11,97,233,41.6,1066,4.6,3.2,4,9,78.0,45,-178,-4.0,1
