,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
56,Zebbie Lethridge\zebbie-lethridge-1,Texas Tech,SWC,11,136,281,48.4,1885,6.7,6.7,13,6,115.7,122,137,1.1,9
57,Chad Darnell\chad-darnell-1,Central Michigan,MAC,11,130,258,50.4,1737,6.7,5.4,10,12,110.4,96,139,1.4,3
58,Josh Nelson\josh-nelson-1,Ole Miss,SEC,10,143,250,57.2,1675,6.7,6.3,9,6,120.6,43,-160,-3.7,0
59,Rusty LaRue\rusty-larue-1,Wake Forest,ACC,11,264,421,62.7,2775,6.6,6.0,17,13,125.2,84,26,0.3,0
60,Wally Richardson\wally-richardson-1,Penn State,Big Ten,11,193,335,57.6,2198,6.6,6.8,18,6,126.9,40,-121,-3.0,0
61,Donnie Davis\donnie-davis-1,Georgia Tech,ACC,11,124,223,55.6,1462,6.6,6.4,10,5,121.0,96,390,4.1,3
62,Marty Lowe\marty-lowe-1,Louisville,Ind,11,195,350,55.7,2268,6.5,6.8,16,5,122.4,45,-59,-1.3,1
63,John Rayborn\john-rayborn-1,UTEP,WAC,12,156,295,52.9,1913,6.5,5.6,16,13,116.4,111,256,2.3,4
64,Brian Griese\brian-griese-1,Michigan,Big Ten,11,118,215,54.9,1395,6.5,5.6,11,9,117.9,28,-77,-2.8,2
65,Jay McDonagh\jay-mcdonagh-1,Western Michigan,MAC,11,183,316,57.9,2038,6.4,6.1,13,8,120.6,125,214,1.7,3
66,Ray Lucas\ray-lucas-1,Rutgers,Big East,11,188,347,54.2,2180,6.3,5.8,16,11,115.8,77,276,3.6,6
67,Sam Ricketts\sam-ricketts-1,Miami (OH),MAC,11,108,211,51.2,1337,6.3,6.2,14,7,119.7,44,53,1.2,0
68,Marcus Crandell\marcus-crandell-1,East Carolina,Ind,11,235,447,52.6,2751,6.2,5.8,18,12,112.2,94,201,2.1,6
69,Chad Davis\chad-davis-2,Washington State,Pac-10,9,174,301,57.8,1868,6.2,5.8,12,8,117.8,55,-64,-1.2,0
70,Dan White\dan-white-2,Arizona,Pac-10,11,150,297,50.5,1855,6.2,5.7,15,10,112.9,55,-155,-2.8,1
71,John Ryan\john-ryan-4,Pitt,Big East,11,115,232,49.6,1439,6.2,4.1,9,15,101.5,18,-58,-3.2,0
72,Chris Dittoe\chris-dittoe-1,Indiana,Big Ten,9,102,196,52.0,1214,6.2,5.1,3,6,103.0,71,-112,-1.6,4
73,Spence Fischer\spence-fischer-1,Duke,ACC,11,256,438,58.4,2668,6.1,5.2,12,14,112.3,64,104,1.6,3
74,Tony Graziani*\tony-graziani-1,Oregon,Pac-10,11,231,426,54.2,2604,6.1,5.7,13,10,110.9,81,236,2.9,4
75,Max Knake\max-knake-1,Texas Christian,SWC,11,199,369,53.9,2237,6.1,5.0,10,13,106.8,28,-98,-3.5,0
76,Chuck Clements\chuck-clements-1,Houston,SWC,11,245,437,56.1,2641,6.0,5.6,15,11,113.1,36,-56,-1.6,0
77,Jared Brown\jared-brown-1,UNLV,Big West,11,147,304,48.4,1783,5.9,4.2,13,17,100.6,69,284,4.1,5
78,Brent Baldwin\brent-baldwin-1,Ball State,MAC,11,119,202,58.9,1192,5.9,4.6,5,8,108.7,97,248,2.6,6
79,Johnny Covington\johnny-covington-1,Arkansas State,Big West,11,194,370,52.4,2127,5.7,4.9,14,13,106.2,25,-30,-1.2,1
80,Johnny Johnson\johnny-johnson-3,Illinois,Big Ten,9,99,199,49.7,1110,5.6,4.5,5,7,97.9,53,-92,-1.7,1
81,Heath Graham\heath-graham-1,Southern Mississippi,Ind,11,161,329,48.9,1816,5.5,4.0,15,18,99.4,43,-86,-2.0,0
82,Jason Mills\jason-mills-1,North Texas,Ind,10,105,216,48.6,1183,5.5,2.8,12,18,96.3,64,55,0.9,1
83,Mark Hartsell\mark-hartsell-1,Boston College,Big East,11,189,349,54.2,1888,5.4,4.3,12,14,102.9,51,-163,-3.2,0
84,Tone Jones\tone-jones-1,Oklahoma State,Big 8,12,104,218,47.7,1185,5.4,3.8,7,11,93.9,95,125,1.3,10
85,Troy DeGar\troy-degar-1,Tulsa,Ind,11,120,245,49.0,1304,5.3,4.5,6,7,96.1,131,303,2.3,7
86,Ryan Henry\ryan-henry-2,Bowling Green State,MAC,11,90,177,50.8,938,5.3,2.9,6,12,93.0,20,-83,-4.2,0
