,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
69,Patrick Pinkney*\patrick-pinkney-1,East Carolina,CUSA,13,121,200,60.5,1358,6.8,7.0,11,4,131.7,79,306,3.9,1
70,Dan Lefevour*\dan-lefevour-1,Central Michigan,MAC,14,355,543,65.4,3652,6.7,6.6,27,13,133.5,188,1122,6.0,19
71,Josh Freeman\josh-freeman-1,Kansas State,Big 12,12,316,499,63.3,3353,6.7,6.4,18,11,127.3,53,-40,-0.8,4
72,Nate Longshore*\nate-longshore-1,California,Pac-10,12,230,384,59.9,2580,6.7,6.0,16,13,123.3,19,-44,-2.3,1
73,Matt Flynn*\matt-flynn-1,LSU,SEC,12,202,359,56.3,2407,6.7,6.5,21,11,125.8,100,215,2.2,4
74,Seth Adams\seth-adams-1,Ole Miss,SEC,11,163,297,54.9,1979,6.7,5.0,12,16,113.4,47,-27,-0.6,1
75,Chase Clement\chase-clement-2,Rice,CUSA,12,300,508,59.1,3377,6.6,6.4,29,16,127.4,144,535,3.7,8
76,Anthony Morelli*\anthony-morelli-1,Penn State,Big Ten,13,234,402,58.2,2651,6.6,6.4,19,10,124.2,48,-13,-0.3,0
77,Andy Dalton*\andy-dalton-1,Texas Christian,MWC,13,222,371,59.8,2459,6.6,5.8,10,11,118.5,98,232,2.4,5
78,Brandon Cox*\brandon-cox-1,Auburn,SEC,13,188,316,59.5,2080,6.6,5.3,9,13,116.0,47,-96,-2.0,2
79,Dan Nicholson\dan-nicholson-1,Northern Illinois,MAC,9,151,248,60.9,1633,6.6,4.8,9,14,116.9,21,-66,-3.1,0
80,Cody Hawkins*\cody-hawkins-1,Colorado,Big 12,13,263,463,56.8,3015,6.5,5.8,22,17,119.8,41,-19,-0.5,3
81,Taylor Bennett*\taylor-bennett-1,Georgia Tech,ACC,13,162,327,49.5,2136,6.5,5.7,7,9,106.0,44,-13,-0.3,4
82,Juice Williams*\juice-williams-1,Illinois,Big Ten,13,153,267,57.3,1743,6.5,5.5,13,12,119.2,165,755,4.6,7
83,Casey Dick*\casey-dick-1,Arkansas,SEC,13,150,262,57.3,1695,6.5,6.1,18,10,126.6,11,-77,-7.0,0
84,Jeremy Young*\jeremy-young-1,Southern Mississippi,CUSA,10,120,224,53.6,1464,6.5,5.9,11,8,117.5,81,349,4.3,4
85,Adam Weber\adam-weber-1,Minnesota,Big Ten,12,258,449,57.5,2895,6.4,5.6,24,19,120.8,146,617,4.2,5
86,Daniel Raudabaugh\daniel-raudabaugh-1,Miami (OH),MAC,11,209,382,54.7,2431,6.4,5.6,12,12,112.3,38,27,0.7,0
87,Corey Leonard\corey-leonard-1,Arkansas State,Sun Belt,11,182,349,52.1,2235,6.4,5.4,16,15,112.5,171,547,3.2,5
88,Drew Weatherford*\drew-weatherford-1,Florida State,ACC,11,181,318,56.9,2049,6.4,6.6,9,3,118.5,62,112,1.8,3
89,Omar Haugabook\omar-haugabook-1,Troy,Sun Belt,12,291,475,61.3,2975,6.3,5.6,18,15,120.1,156,616,3.9,11
90,Stephen McGee*\stephen-mcgee-1,Texas A&M,Big 12,13,211,364,58.0,2311,6.3,6.0,12,8,117.8,181,899,5.0,5
91,Jake Locker\jake-locker-1,Washington,Pac-10,12,155,328,47.3,2062,6.3,5.1,14,15,105.0,172,986,5.7,13
92,Travis Dixon\travis-dixon-1,UNLV,MWC,12,159,299,53.2,1873,6.3,5.6,8,8,109.3,132,324,2.5,2
93,Kinsmon Lancaster\kinsmon-lancaster-1,Louisiana-Monroe,Sun Belt,12,174,294,59.2,1866,6.3,5.7,13,10,120.3,107,398,3.7,1
94,Andy Schmitt\andy-schmitt-1,Eastern Michigan,MAC,11,164,255,64.3,1613,6.3,6.4,14,6,130.9,67,279,4.2,6
95,John Parker Wilson*\john-parker-wilson-1,Alabama,SEC,13,255,462,55.2,2846,6.2,5.8,18,12,114.6,81,104,1.3,5
96,Blake Szymanski\blake-szymanski-1,Baylor,Big 12,11,264,461,57.3,2844,6.2,5.4,22,18,117.0,61,98,1.6,1
97,Giovanni Vizza\giovanni-vizza-1,North Texas,Sun Belt,10,223,383,58.2,2388,6.2,4.8,17,20,114.8,133,299,2.2,2
98,Carson Williams\carson-williams-1,Army,Ind,12,151,287,52.6,1770,6.2,5.1,11,12,108.7,37,-123,-3.3,0
99,Jake Christensen\jake-christensen-1,Iowa,Big Ten,12,198,370,53.5,2269,6.1,6.3,17,6,116.9,99,0,0.0,1
100,Jameel Sewell*\jameel-sewell-1,Virginia,ACC,13,214,364,58.8,2176,6.0,5.5,12,9,114.9,126,279,2.2,4
101,Daniel Evans\daniel-evans-1,North Carolina State,ACC,12,194,339,57.2,2030,6.0,5.0,12,13,111.5,35,-119,-3.4,1
102,Nathan Enderle\nathan-enderle-1,Idaho,WAC,10,132,298,44.3,1787,6.0,3.9,10,18,93.7,52,-75,-1.4,1
103,Pat Bostick\pat-bostick-1,Pitt,Big East,10,155,252,61.5,1500,6.0,4.3,8,13,111.7,25,-131,-5.2,2
104,Chris Jacquemain\chris-jacquemain-1,Akron,MAC,11,154,275,56.0,1623,5.9,5.1,11,10,111.5,48,-44,-0.9,0
105,Sam Hunt\sam-hunt-1,UAB,CUSA,12,155,331,46.8,1905,5.8,4.5,10,14,96.7,68,287,4.2,2
106,Sean Canfield*\sean-canfield-1,Oregon State,Pac-10,11,165,286,57.7,1661,5.8,4.1,9,15,106.4,36,-115,-3.2,0
107,Michael Desormeaux\michael-desormeaux-1,Louisiana,Sun Belt,11,133,242,55.0,1405,5.8,4.8,10,10,109.1,188,1141,6.1,7
108,Tavita Pritchard\tavita-pritchard-1,Stanford,Pac-10,9,97,194,50.0,1114,5.7,4.2,5,9,97.5,66,45,0.7,0
109,Mackenzi Adams\mackenzi-adams-1,Vanderbilt,SEC,12,101,182,55.5,1043,5.7,5.2,9,6,113.4,87,289,3.3,3
110,Zac Champion\zac-champion-1,Louisiana Tech,WAC,12,227,395,57.5,2221,5.6,5.1,13,10,110.5,88,-24,-0.3,1
111,Bret Meyer\bret-meyer-1,Iowa State,Big 12,12,233,382,61.0,2151,5.6,4.6,9,13,109.3,95,292,3.1,3
112,Karsten Sween\karsten-sween-1,Wyoming,MWC,12,215,359,59.9,2028,5.6,4.2,12,17,108.9,69,-121,-1.8,0
113,Wesley Carroll*\wesley-carroll-1,Mississippi State,SEC,13,134,255,52.5,1392,5.5,4.9,9,7,104.6,47,67,1.4,0
114,Wayne Younger\wayne-younger-1,Florida International,Sun Belt,11,121,265,45.7,1357,5.1,2.9,9,17,87.1,127,536,4.2,2
115,Jimmy Clausen\jimmy-clausen-1,Notre Dame,Ind,10,138,245,56.3,1254,5.1,4.6,7,6,103.9,62,-187,-3.0,2
