,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
66,Erik Chapman\erik-chapman-1,Virginia Tech,Ind,11,119,231,51.5,1340,5.8,3.9,10,14,102.4,92,-94,-1.0,2
67,Dave Kruse\dave-kruse-1,Western Michigan,MAC,11,125,278,45.0,1592,5.7,3.1,4,18,84.9,38,-86,-2.3,1
68,Mark Young\mark-young-1,Ole Miss,SEC,11,140,261,53.6,1490,5.7,4.3,9,12,103.8,53,82,1.5,3
69,Mark Comalander\mark-comalander-1,Rice,SWC,11,102,214,47.7,1191,5.6,3.5,7,13,93.1,32,-36,-1.1,3
70,Gary Swim\gary-swim-1,Kansas State,Big 8,11,115,235,48.9,1304,5.5,4.1,8,11,97.4,29,-116,-4.0,0
71,Andy Kubik\andy-kubik-1,Akron,Ind,11,131,313,41.9,1675,5.4,4.1,10,13,89.0,57,20,0.4,3
72,Bret Stafford\bret-stafford-1,Texas,SWC,10,127,249,51.0,1317,5.3,3.5,7,13,94.3,72,53,0.7,4
73,Doug Downing\doug-downing-1,Purdue,Big Ten,11,102,200,51.0,1065,5.3,3.5,6,11,94.6,53,25,0.5,0
74,Anthony Thornton\anthony-thornton-2,Ohio,MAC,10,75,180,41.7,949,5.3,4.6,1,3,84.5,160,524,3.3,4
75,Phil Vinson\phil-vinson-1,New Mexico State,PCAA,11,114,275,41.5,1256,4.6,2.7,3,13,74.0,89,39,0.4,0
76,Scott Sims\scott-sims-2,UNLV,PCAA,11,76,180,42.2,809,4.5,1.7,6,14,75.4,34,26,0.8,0
