,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
31,Tom Corontzos*\tom-corontzos-1,Wyoming,WAC,13,211,399,52.9,2956,7.4,6.0,15,19,118.0,110,-64,-0.6,4
32,Andy Kelly\andy-kelly-1,Tennessee,SEC,12,179,304,58.9,2241,7.4,6.2,14,14,126.8,38,18,0.5,0
33,Derek Stott\derek-stott-1,UNLV,Big West,11,143,254,56.3,1877,7.4,6.7,7,7,122.0,116,233,2.0,2
34,Paul Justin\paul-justin-1,Arizona State,Pac-10,11,131,253,51.8,1876,7.4,6.4,10,10,119.2,30,-71,-2.4,2
35,Mark Barsotti\mark-barsotti-1,Fresno State,Big West,11,182,346,52.6,2534,7.3,6.3,9,12,115.8,61,248,4.1,5
36,Robert Hall\robert-hall-2,Texas Tech,SWC,11,110,217,50.7,1581,7.3,5.2,7,13,110.6,71,51,0.7,4
37,Todd Studer\todd-studer-1,Long Beach State,Big West,11,175,366,47.8,2618,7.2,7.0,19,10,119.6,63,13,0.2,1
38,Jason Verduzco*\jason-verduzco-1,Illinois,Big Ten,12,226,355,63.7,2567,7.2,6.6,16,12,132.5,41,-183,-4.5,0
39,Matt Rodgers*\matt-rodgers-2,Iowa,Big Ten,12,187,310,60.3,2228,7.2,6.7,15,10,130.2,91,64,0.7,9
40,Gene Johnson\gene-johnson-3,Louisiana Tech,Ind,11,165,297,55.6,2129,7.2,6.7,13,9,124.2,46,73,1.6,0
41,Will Furrer\will-furrer-1,Virginia Tech,Ind,11,173,296,58.4,2122,7.2,6.8,19,11,132.4,33,-76,-2.3,1
42,Elvis Grbac*\elvis-grbac-1,Michigan,Big Ten,12,155,266,58.3,1911,7.2,7.1,21,10,137.2,22,17,0.8,0
43,Kevin Meger\kevin-meger-1,Toledo,MAC,11,139,257,54.1,1861,7.2,5.8,6,11,114.1,106,326,3.1,6
44,Tom Tarver\tom-tarver-1,Rutgers,Ind,9,107,188,56.9,1348,7.2,5.9,8,9,121.6,56,-54,-1.0,2
45,Keith Benton\keith-benton-1,Memphis,Ind,11,76,176,43.2,1265,7.2,5.2,7,11,104.2,148,612,4.1,5
46,Anthony Thornton\anthony-thornton-2,Ohio,MAC,11,135,228,59.2,1586,7.0,5.7,6,9,118.4,85,153,1.8,2
47,Marquel Fleetwood\marquel-fleetwood-1,Minnesota,Big Ten,11,95,171,55.6,1199,7.0,5.9,6,7,117.8,92,268,2.9,5
48,Alex Van Pelt\alex-van-pelt-1,Pitt,Ind,11,201,351,57.3,2427,6.9,5.5,14,17,118.8,24,11,0.5,2
49,Brad Tayles\brad-tayles-1,Western Michigan,MAC,11,171,345,49.6,2397,6.9,6.4,16,11,116.9,86,208,2.4,0
50,Mike Pawlawski\mike-pawlawski-1,California,Pac-10,11,179,299,59.9,2069,6.9,6.1,17,13,128.1,54,-68,-1.3,3
51,Mike Richmond\mike-richmond-1,Utah,WAC,11,156,287,54.4,1976,6.9,4.9,8,16,110.2,44,-167,-3.8,0
52,Jeff Blake\jeff-blake-2,East Carolina,Ind,11,116,219,53.0,1510,6.9,6.0,13,10,121.3,118,414,3.5,4
53,Paul Schulte\paul-schulte-1,Cal State Fullerton,Big West,11,173,342,50.6,2316,6.8,5.5,14,16,111.6,69,-157,-2.3,0
54,Donald Hollas\donald-hollas-1,Rice,SWC,11,151,265,57.0,1808,6.8,4.4,8,18,110.7,122,195,1.6,11
55,Mark Brunell\mark-brunell-1,Washington,Pac-10,11,118,253,46.6,1732,6.8,6.5,14,8,116.1,105,444,4.2,10
56,Terry Jordan\terry-jordan-1,North Carolina State,ACC,10,101,179,56.4,1221,6.8,6.2,6,5,119.2,64,-5,-0.1,2
57,Stan White*\stan-white-2,Auburn,SEC,12,180,338,53.3,2242,6.6,5.6,14,14,114.4,38,-109,-2.9,0
58,Matt Baker\matt-baker-2,Temple,Ind,11,134,222,60.4,1462,6.6,5.4,7,9,118.0,50,107,2.1,1
59,Tony Shell\tony-shell-1,Mississippi State,SEC,11,151,293,51.5,1909,6.5,5.8,10,9,111.4,40,-66,-1.7,0
60,Len Williams\len-williams-1,Northwestern,Big Ten,11,150,262,57.3,1700,6.5,5.9,12,9,120.0,111,140,1.3,1
61,Jeremy Leach\jeremy-leach-1,New Mexico,WAC,11,180,380,47.4,2428,6.4,5.1,12,16,103.0,56,-204,-3.6,1
62,Eric Hunter\eric-hunter-3,Purdue,Big Ten,11,200,366,54.6,2355,6.4,5.4,12,14,111.9,97,0,0.0,7
63,Roy Johnson\roy-johnson-1,Arkansas State,Ind,10,101,245,41.2,1561,6.4,4.5,9,14,95.4,143,380,2.7,3
64,James Freeman\james-freeman-1,Louisiana,Ind,11,99,209,47.4,1332,6.4,5.1,5,8,101.1,162,296,1.8,3
65,Deron Smith\deron-smith-1,Tulane,Ind,11,193,361,53.5,2282,6.3,5.5,19,15,115.6,65,14,0.2,2
66,Glenn Foley\glenn-foley-1,Boston College,Ind,11,182,349,52.1,2189,6.3,4.2,11,21,103.2,51,-66,-1.3,0
67,Tony Lowery\tony-lowery-1,Wisconsin,Big Ten,11,159,280,56.8,1757,6.3,4.5,5,13,106.1,76,-2,0.0,0
68,Scott Zolak\scott-zolak-1,Maryland,ACC,11,225,418,53.8,2589,6.2,4.6,10,19,104.7,64,-197,-3.1,1
69,David Chisum\david-chisum-1,New Mexico State,Big West,11,187,374,50.0,2277,6.1,5.0,13,15,104.6,96,-255,-2.7,0
70,Joe Dalpra\joe-dalpra-1,Kent State,MAC,11,125,252,49.6,1533,6.1,4.9,10,11,105.1,131,403,3.1,5
71,Paul Anderson\paul-anderson-2,Cincinnati,Ind,11,123,238,51.7,1453,6.1,4.1,8,14,102.3,107,103,1.0,2
72,Todd Burnett\todd-burnett-1,North Carolina,ACC,11,112,219,51.1,1339,6.1,5.2,4,6,103.0,44,-114,-2.6,0
73,DeChane Cameron*\dechane-cameron-1,Clemson,ACC,12,98,194,50.5,1185,6.1,5.7,7,5,108.6,125,361,2.9,4
74,Greg Jones\greg-jones-7,West Virginia,Ind,11,121,247,49.0,1481,6.0,4.9,7,9,101.4,50,70,1.4,2
75,Alton Grizzard\alton-grizzard-1,Navy,Ind,11,121,240,50.4,1438,6.0,4.4,12,14,105.6,123,396,3.2,4
76,Jim Clement\jim-clement-1,Miami (OH),MAC,11,84,196,42.9,1184,6.0,3.5,7,14,91.1,126,326,2.6,3
77,Mike Romo\mike-romo-1,SMU,SWC,10,250,412,60.7,2434,5.9,5.4,19,13,119.2,78,-206,-2.6,0
78,Matt Vogler\matt-vogler-2,Texas Christian,SWC,10,136,281,48.4,1646,5.9,4.3,7,13,96.6,47,-32,-0.7,1
79,Shane Jackson\shane-jackson-1,Eastern Michigan,MAC,11,113,245,46.1,1454,5.9,3.9,7,14,94.0,40,-45,-1.1,1
80,Dave Brown\dave-brown-2,Duke,ACC,10,129,245,52.7,1444,5.9,4.3,8,12,103.1,40,21,0.5,1
81,Mike Perez\mike-perez-3,UTEP,WAC,11,100,211,47.4,1220,5.8,4.3,5,9,95.3,84,-15,-0.2,0
82,Brett Favre\brett-favre-1,Southern Mississippi,Ind,11,150,275,54.5,1572,5.7,5.2,7,6,106.6,42,-218,-5.2,0
83,Freddie Maggard\freddie-maggard-1,Kentucky,SEC,9,109,188,58.0,1051,5.6,4.6,6,7,108.0,36,-23,-0.6,0
84,Mike Neu\mike-neu-1,Ball State,MAC,11,91,180,50.6,1004,5.6,4.4,10,9,105.7,36,-154,-4.3,0
85,Erik White\erik-white-1,Bowling Green State,MAC,10,127,262,48.5,1386,5.3,3.6,5,12,90.0,19,-28,-1.5,1
86,Gary Hollingsworth\gary-hollingsworth-1,Alabama,SEC,11,140,282,49.6,1463,5.2,3.4,4,13,88.7,42,-29,-0.7,0
87,Phillip Barnhill\phillip-barnhill-1,Wake Forest,ACC,10,125,276,45.3,1443,5.2,3.7,6,12,87.7,75,121,1.6,2
88,Gus Frerotte\gus-frerotte-1,Tulsa,Ind,9,97,216,44.9,1066,4.9,3.3,5,10,84.7,22,-58,-2.6,0
