,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
24,Eli Manning*\eli-manning-1,Ole Miss,SEC,13,275,441,62.4,3600,8.2,8.5,29,10,148.1,48,-28,-0.6,3
25,B.J. Symons*\bj-symons-1,Texas Tech,Big 12,13,470,719,65.4,5833,8.1,8.2,52,22,151.3,79,143,1.8,5
26,Chris Rix*\chris-rix-1,Florida State,ACC,13,216,382,56.5,3107,8.1,7.8,23,13,137.9,89,130,1.5,5
27,Casey Kelly*\casey-kelly-1,New Mexico,MWC,13,146,274,53.3,2223,8.1,7.7,14,9,131.7,110,231,2.1,1
28,Bryan Randall*\bryan-randall-1,Virginia Tech,Big East,13,150,245,61.2,1996,8.1,7.5,15,10,141.7,82,404,4.9,5
29,Reggie McNeal\reggie-mcneal-1,Texas A&M,Big 12,12,113,221,51.1,1782,8.1,7.4,8,7,124.5,127,370,2.9,4
30,Derek Anderson*\derek-anderson-1,Oregon State,Pac-10,13,261,510,51.2,4058,8.0,6.8,24,24,124.1,57,-125,-2.2,4
31,Rasheed Marshall*\rasheed-marshall-1,West Virginia,Big East,12,109,215,50.7,1729,8.0,7.8,15,8,133.8,101,303,3.0,4
32,Matt Mauck*\matt-mauck-1,LSU,SEC,14,229,358,64.0,2825,7.9,7.7,28,14,148.2,79,97,1.2,1
33,Kellen Clemens*\kellen-clemens-1,Oregon,Pac-10,13,182,304,59.9,2400,7.9,7.7,18,9,139.8,78,108,1.4,2
34,Josh Harris*\josh-harris-2,Bowling Green State,MAC,14,325,494,65.8,3813,7.7,7.7,27,12,143.8,215,830,3.9,13
35,Charlie Whitehurst*\charlie-whitehurst-1,Clemson,ACC,13,288,465,61.9,3561,7.7,7.3,21,13,135.6,92,49,0.5,4
36,Jason Campbell*\jason-campbell-1,Auburn,SEC,13,181,293,61.8,2267,7.7,7.2,10,8,132.6,73,-1,0.0,1
37,David Greene*\david-greene-1,Georgia,SEC,14,264,438,60.3,3307,7.6,7.0,13,11,128.5,69,-180,-2.6,1
38,Josh Haldi\josh-haldi-1,Northern Illinois,MAC,12,199,336,59.2,2544,7.6,7.9,25,9,142.0,75,-65,-0.9,3
39,Joshua Haldi\joshua-haldi-1,Northern Illinois,MAC,12,199,336,59.2,2544,7.6,7.9,25,9,142.0,75,-65,-0.9,3
40,Chris Leak*\chris-leak-1,Florida,SEC,13,190,320,59.4,2435,7.6,7.1,16,11,132.9,68,-53,-0.8,2
41,Luke McCown\luke-mccown-1,Louisiana Tech,WAC,12,246,432,56.9,3246,7.5,6.9,19,14,128.1,71,-80,-1.1,1
42,Matt Kegel*\matt-kegel-1,Washington State,Pac-10,13,218,394,55.3,2947,7.5,6.8,21,15,128.1,58,-49,-0.8,1
43,Dustin Almond*\dustin-almond-1,Southern Mississippi,CUSA,13,121,251,48.2,1877,7.5,7.3,13,7,122.5,92,156,1.7,3
44,Josh Fields*\josh-fields-1,Oklahoma State,Big 12,13,184,338,54.4,2494,7.4,7.0,21,12,129.8,37,-54,-1.5,0
45,Dan Orlovsky\dan-orlovsky-1,Connecticut,Ind,12,279,475,58.7,3485,7.3,7.4,33,14,137.4,30,-41,-1.4,0
46,John Navarre*\john-navarre-1,Michigan,Big Ten,13,270,456,59.2,3331,7.3,7.4,24,10,133.6,48,-91,-1.9,0
47,J.P. Losman\jp-losman-1,Tulane,CUSA,12,251,422,59.5,3077,7.3,7.4,33,14,139.9,77,80,1.0,2
48,Matt Schaub*\matt-schaub-1,Virginia,ACC,11,281,403,69.7,2952,7.3,7.1,18,10,141.0,26,-23,-0.9,1
49,Joel Klatt\joel-klatt-1,Colorado,Big 12,11,233,358,65.1,2614,7.3,7.2,21,10,140.2,68,-91,-1.3,1
50,Craig Krenzel*\craig-krenzel-1,Ohio State,Big Ten,11,153,278,55.0,2040,7.3,6.8,15,10,127.3,109,255,2.3,3
51,Danny Wimprine*\danny-wimprine-1,Memphis,CUSA,13,246,440,55.9,3174,7.2,6.9,22,13,127.1,40,-3,-0.1,4
52,Andrew Walter\andrew-walter-1,Arizona State,Pac-10,12,221,421,52.5,3044,7.2,7.3,24,10,127.3,33,-125,-3.8,0
53,Casey Clausen*\casey-clausen-1,Tennessee,SEC,13,233,412,56.6,2968,7.2,7.5,27,9,134.3,64,-45,-0.7,2
54,Jay Cutler\jay-cutler-1,Vanderbilt,SEC,12,187,327,57.2,2347,7.2,6.5,18,13,127.7,115,299,2.6,1
55,Cory Randolph\cory-randolph-1,Wake Forest,ACC,12,144,246,58.5,1773,7.2,6.0,8,10,121.7,94,404,4.3,5
56,Casey Bramlet\casey-bramlet-1,Wyoming,MWC,12,241,425,56.7,3037,7.1,7.2,22,9,129.6,98,-101,-1.0,3
57,Quinton Porter*\quinton-porter-1,Boston College,Big East,10,140,250,56.0,1764,7.1,7.1,14,6,129.0,78,159,2.0,2
58,Timmy Chang*\timmy-chang-1,Hawaii,WAC,13,353,601,58.7,4199,7.0,6.5,29,20,126.7,43,-60,-1.4,1
59,Jeff Smoker*\jeff-smoker-1,Michigan State,Big Ten,13,302,488,61.9,3395,7.0,6.5,21,14,128.8,63,-116,-1.8,3
60,Kyle Orton*\kyle-orton-1,Purdue,Big Ten,13,251,414,60.6,2885,7.0,6.9,15,7,127.7,112,237,2.1,3
61,Andy Heiser\andy-heiser-1,Nevada,WAC,12,164,326,50.3,2294,7.0,6.2,13,12,115.2,61,173,2.8,1
62,R.J. Anderson\rj-anderson-1,Syracuse,Big East,12,186,310,60.0,2164,7.0,6.5,10,8,124.1,99,262,2.6,5
63,Scott Rislov\scott-rislov-1,San Jose State,WAC,11,261,437,59.7,3016,6.9,7.2,18,5,129.0,53,-31,-0.6,0
64,Brock Berlin*\brock-berlin-1,Miami (FL),Big East,13,211,352,59.9,2419,6.9,5.4,12,17,119.3,32,-62,-1.9,0
65,Andrico Hines\andrico-hines-1,Middle Tennessee State,Sun Belt,11,153,253,60.5,1742,6.9,6.9,7,3,125.1,107,315,2.9,6
66,Ryan Hart\ryan-hart-1,Rutgers,Big East,12,234,398,58.8,2714,6.8,5.4,15,19,119.0,40,-176,-4.4,1
67,Brodie Croyle\brodie-croyle-1,Alabama,SEC,12,182,341,53.4,2303,6.8,6.0,16,13,118.0,72,8,0.1,0
68,Cody Pickett\cody-pickett-1,Washington,Pac-10,12,257,454,56.6,3043,6.7,6.1,15,13,118.1,80,-61,-0.8,3
69,Travis Cox\travis-cox-1,Utah State,Sun Belt,12,235,415,56.6,2791,6.7,6.8,18,7,124.1,102,53,0.5,4
70,Joshua Cribbs\joshua-cribbs-1,Kent State,MAC,12,178,364,48.9,2424,6.7,6.3,14,9,112.6,161,701,4.4,14
71,James Kilian*\james-kilian-1,Tulsa,WAC,13,188,331,56.8,2217,6.7,6.5,22,11,128.3,133,605,4.5,7
72,Talmadge Hill\talmadge-hill-1,Ball State,MAC,12,154,253,60.9,1691,6.7,6.6,13,6,129.2,90,268,3.0,2
73,Orlando Cruz\orlando-cruz-1,UTEP,WAC,11,103,203,50.7,1360,6.7,4.9,6,11,105.9,71,147,2.1,5
74,Darian Durant\darian-durant-1,North Carolina,ACC,12,234,389,60.2,2551,6.6,6.3,18,10,125.4,91,396,4.4,6
75,Jared Lorenzen\jared-lorenzen-1,Kentucky,SEC,12,191,336,56.8,2221,6.6,6.5,16,8,123.3,89,75,0.8,5
76,Dondrial Pinkins\dondrial-pinkins-1,South Carolina,SEC,12,162,322,50.3,2127,6.6,6.0,10,9,110.5,95,254,2.7,5
77,Nathan Chandler*\nathan-chandler-1,Iowa,Big Ten,13,165,307,53.7,2040,6.6,6.4,18,10,122.4,89,138,1.6,6
78,Gino Guidugli\gino-guidugli-1,Cincinnati,CUSA,12,227,425,53.4,2704,6.4,6.0,14,10,113.0,76,166,2.2,0
79,Drew Olson*\drew-olson-1,UCLA,Pac-10,12,173,325,53.2,2067,6.4,5.7,10,9,111.3,74,-181,-2.4,1
80,Graham Gochneaur\graham-gochneaur-1,Marshall,MAC,11,121,183,66.1,1163,6.4,4.7,7,10,121.2,54,264,4.9,2
81,Brett Basanez*\brett-basanez-1,Northwestern,Big Ten,13,162,302,53.6,1916,6.3,4.8,4,12,103.4,128,219,1.7,2
82,Kris Heavner\kris-heavner-1,Arizona,Pac-10,9,121,237,51.1,1501,6.3,4.2,8,15,102.7,31,33,1.1,0
83,Desmond Robinson\desmond-robinson-1,East Carolina,CUSA,9,133,201,66.2,1262,6.3,4.1,3,11,112.9,68,127,1.9,2
84,Aaron Karas\aaron-karas-1,Baylor,Big 12,10,135,239,56.5,1481,6.2,5.0,10,11,113.1,59,-185,-3.1,0
85,Derrick Vickers\derrick-vickers-1,Central Michigan,MAC,11,118,216,54.6,1345,6.2,5.8,11,7,117.3,48,45,0.9,0
86,Kevin Fant\kevin-fant-1,Mississippi State,SEC,12,186,351,53.0,2151,6.1,4.2,14,21,105.7,70,-149,-2.1,2
87,Matt LoVecchio\matt-lovecchio-2,Indiana,Big Ten,11,155,291,53.3,1778,6.1,4.9,3,9,101.8,97,-7,-0.1,2
88,Walter Washington\walter-washington-1,Temple,Big East,12,110,207,53.1,1265,6.1,5.6,8,6,111.4,156,579,3.7,6
89,Steven Jyles\steven-jyles-1,Louisiana-Monroe,Sun Belt,11,201,360,55.8,2112,5.9,5.1,14,12,111.3,62,59,1.0,1
90,Mike Schneider\mike-schneider-1,Duke,ACC,10,97,208,46.6,1220,5.9,5.0,4,6,96.5,84,181,2.2,1
91,Jordan Palmer\jordan-palmer-1,UTEP,WAC,10,98,198,49.5,1168,5.9,3.7,7,13,97.6,67,110,1.6,3
92,Kurt Nantkes\kurt-nantkes-1,UNLV,MWC,11,167,323,51.7,1883,5.8,5.2,12,10,106.7,27,-135,-5.0,0
93,Jerry Babb\jerry-babb-1,Louisiana,Sun Belt,11,146,259,56.4,1502,5.8,4.9,6,8,106.6,68,232,3.4,5
94,Austin Flynn\austin-flynn-1,Iowa State,Big 12,11,99,212,46.7,1238,5.8,4.2,5,10,94.1,124,396,3.2,2
95,Reggie Ball*\reggie-ball-1,Georgia Tech,ACC,13,181,350,51.7,1996,5.7,4.9,10,11,102.8,139,384,2.8,3
96,Brad Smith\brad-smith-1,Missouri,Big 12,12,194,320,60.6,1822,5.7,5.5,11,6,116.0,192,1310,6.8,17
97,Chris Lewis\chris-lewis-1,Stanford,Pac-10,9,100,207,48.3,1178,5.7,4.5,8,9,100.2,44,-11,-0.3,2
98,Elliot Jacobs\elliot-jacobs-1,Arkansas State,Sun Belt,12,145,273,53.1,1537,5.6,4.2,10,13,103.0,52,217,4.2,3
99,Zack Mills\zack-mills-1,Penn State,Big Ten,10,136,251,54.2,1404,5.6,5.2,6,5,105.1,63,124,2.0,1
100,Brady Quinn\brady-quinn-1,Notre Dame,Ind,12,157,332,47.3,1831,5.5,4.0,9,15,93.5,48,25,0.5,0
101,Ronnie Banks\ronnie-banks-1,South Florida,CUSA,9,127,261,48.7,1448,5.5,4.8,8,8,99.2,41,-63,-1.5,0
102,Aaron Leak\aaron-leak-1,Troy,Ind,12,110,259,42.5,1427,5.5,4.0,7,12,88.4,126,208,1.7,3
103,Aaron Leak\aaron-leak-2,Troy,Ind,12,110,259,42.5,1427,5.5,4.0,7,12,88.4,126,208,1.7,3
104,Chinedu Okoro\chinedu-okoro-1,Eastern Michigan,MAC,11,134,251,53.4,1360,5.4,3.9,6,11,98.0,47,-164,-3.5,2
105,Matt Dlugolecki\matt-dlugolecki-1,San Diego State,MWC,9,133,230,57.8,1248,5.4,4.2,4,8,102.2,17,-63,-3.7,0
106,Zac Dahman\zac-dahman-1,Army,CUSA,13,230,436,52.8,2234,5.1,3.7,11,19,95.4,61,-180,-3.0,1
