,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
15,James Brown\james-brown-3,Texas,Big 12,12,170,299,56.9,2468,8.3,7.6,17,12,136.9,48,119,2.5,2
16,Ryan Clement*\ryan-clement-1,Miami (FL),Big East,11,164,272,60.3,2257,8.3,8.4,19,8,147.2,36,-142,-3.9,1
17,Jim Druckenmiller\jim-druckenmiller-1,Virginia Tech,Big East,11,142,250,56.8,2071,8.3,8.7,17,5,144.8,74,205,2.8,0
18,Donovan McNabb\donovan-mcnabb-1,Syracuse,Big East,11,118,215,54.9,1776,8.3,8.1,19,9,145.1,97,458,4.7,3
19,Brent Baldwin\brent-baldwin-1,Ball State,MAC,11,121,205,59.0,1703,8.3,8.6,14,5,146.5,109,115,1.1,1
20,John Dutton\john-dutton-2,Nevada,Big West,11,222,334,66.5,2750,8.2,8.7,22,6,153.8,27,-56,-2.1,1
21,Jake Plummer\jake-plummer-1,Arizona State,Pac-10,11,179,313,57.2,2575,8.2,8.4,23,9,144.8,85,63,0.7,3
22,Daunte Culpepper\daunte-culpepper-1,UCF,Ind,11,187,314,59.6,2565,8.2,7.2,19,15,138.6,94,102,1.1,2
23,Ryan Fien\ryan-fien-2,Idaho,Big West,11,267,455,58.7,3674,8.1,7.2,27,21,136.9,59,-65,-1.1,2
24,Jason Martin\jason-martin-4,Louisiana Tech,Ind,11,247,415,59.5,3360,8.1,7.9,32,16,145.3,25,-40,-1.6,0
25,Ramon Flanigan\ramon-flanigan-1,SMU,WAC,11,106,212,50.0,1715,8.1,6.4,11,13,122.8,155,394,2.5,6
26,Todd Schultz*\todd-schultz-1,Michigan State,Big Ten,9,130,209,62.2,1693,8.1,6.6,7,10,131.7,20,-72,-3.6,2
27,Donald Sellers\donald-sellers-1,New Mexico,WAC,11,157,256,61.3,2048,8.0,8.3,10,3,139.1,169,757,4.5,10
28,Jake Delhomme\jake-delhomme-1,Louisiana,Ind,11,201,377,53.3,2901,7.7,6.7,20,17,126.4,58,-79,-1.4,0
29,Thad Busby\thad-busby-1,Florida State,ACC,10,134,243,55.1,1866,7.7,6.8,16,12,131.5,53,-36,-0.7,1
30,Brock Huard\brock-huard-1,Washington,Pac-10,11,108,217,49.8,1678,7.7,7.9,13,5,129.9,39,12,0.3,2
31,Tim Sherman\tim-sherman-1,Virginia,ACC,11,102,203,50.2,1572,7.7,5.7,4,11,111.0,69,228,3.3,3
32,Dan Gonzalez\dan-gonzalez-1,East Carolina,Ind,11,90,172,52.3,1322,7.7,6.9,7,6,123.3,26,-6,-0.2,0
33,Anthony Wright\anthony-wright-4,South Carolina,SEC,11,131,244,53.7,1850,7.6,7.1,8,6,123.3,97,90,0.9,3
34,Ryan Leaf\ryan-leaf-1,Washington State,Pac-10,11,194,373,52.0,2811,7.5,7.2,21,12,127.5,69,-136,-2.0,6
35,Scott Dreisbach\scott-dreisbach-1,Michigan,Big Ten,11,149,269,55.4,2025,7.5,6.9,12,9,126.7,60,96,1.6,2
36,Keith Smith\keith-smith-4,Arizona,Pac-10,11,117,193,60.6,1450,7.5,7.3,11,6,136.3,136,546,4.0,8
37,Dameyune Craig\dameyune-craig-1,Auburn,SEC,11,169,310,54.5,2296,7.4,7.0,16,10,127.3,123,207,1.7,8
38,Henry Burris\henry-burris-1,Temple,Big East,11,142,280,50.7,2084,7.4,7.0,12,8,121.7,22,105,4.8,0
39,Cory Sauter\cory-sauter-1,Minnesota,Big Ten,11,200,352,56.8,2578,7.3,6.7,14,11,125.2,71,-113,-1.6,3
40,Tony Hilde\tony-hilde-1,Boise State,Big West,12,170,338,50.3,2473,7.3,6.3,21,17,122.2,128,381,3.0,4
41,Brad Otton\brad-otton-1,USC,Pac-10,12,196,370,53.0,2649,7.2,7.0,20,10,125.5,41,-186,-4.5,0
42,Steve Schnur*\steve-schnur-1,Northwestern,Big Ten,12,221,368,60.1,2632,7.2,6.4,17,14,127.8,69,-32,-0.5,1
43,Cade McNown\cade-mcnown-1,UCLA,Pac-10,11,176,336,52.4,2424,7.2,5.8,12,16,115.2,88,58,0.7,4
44,Matt Sherman\matt-sherman-1,Iowa,Big Ten,11,145,248,58.5,1792,7.2,6.4,12,10,127.1,53,-162,-3.1,0
45,Scott Frost\scott-frost-1,Nebraska,Big 12,12,104,200,52.0,1440,7.2,7.8,13,3,130.9,126,438,3.5,9
46,Jon Denton\jon-denton-1,UNLV,WAC,12,277,506,54.7,3591,7.1,6.7,25,16,124.3,88,38,0.4,3
47,Mike Bobo\mike-bobo-2,Georgia,SEC,11,175,344,50.9,2440,7.1,5.8,13,16,113.6,43,-201,-4.7,1
48,Jamie Barnette\jamie-barnette-1,North Carolina State,ACC,10,102,226,45.1,1594,7.1,6.7,9,6,112.2,75,63,0.8,4
49,Jeremie Watkins\jeremie-watkins-1,Arkansas State,Ind,10,118,208,56.7,1481,7.1,6.6,15,9,131.7,28,-43,-1.5,0
50,Joe Hamilton\joe-hamilton-1,Georgia Tech,ACC,10,108,188,57.4,1342,7.1,4.8,7,13,115.9,95,248,2.6,3
51,Raymond Philyaw\raymond-philyaw-1,Louisiana-Monroe,Ind,11,173,351,49.3,2445,7.0,6.9,16,8,118.3,68,-86,-1.3,3
52,Freddie Kitchens\freddie-kitchens-1,Alabama,SEC,12,152,302,50.3,2124,7.0,5.9,14,14,115.4,86,-127,-1.5,1
53,Mike Samuel*\mike-samuel-1,Wisconsin,Big Ten,13,148,254,58.3,1752,6.9,5.8,8,10,118.7,83,155,1.9,5
54,Todd Goebbel\todd-goebbel-1,Kent State,MAC,11,188,354,53.1,2419,6.8,6.4,19,12,121.4,80,124,1.6,5
55,Chuck Clements\chuck-clements-1,Houston,CUSA,11,223,354,63.0,2417,6.8,6.4,21,13,132.6,26,-83,-3.2,0
56,Chad Hutchinson\chad-hutchinson-1,Stanford,Pac-10,11,190,312,60.9,2134,6.8,5.8,10,12,121.2,57,-235,-4.1,0
57,Rick Trefzger\rick-trefzger-1,Purdue,Big Ten,11,96,170,56.5,1158,6.8,5.6,8,8,119.8,43,56,1.3,1
58,Chad Salisbury\chad-salisbury-1,New Mexico State,Big West,11,172,341,50.4,2291,6.7,5.8,11,12,110.5,48,-97,-2.0,3
59,Brian Kavanagh\brian-kavanagh-1,Kansas State,Big 12,11,167,284,58.8,1893,6.7,7.1,20,6,133.8,61,-170,-2.8,3
60,Chad Plummer\chad-plummer-1,Cincinnati,CUSA,11,102,198,51.5,1335,6.7,5.6,7,8,111.7,100,251,2.5,3
61,Matt Johner\matt-johner-1,Kansas,Big 12,10,96,185,51.9,1232,6.7,6.8,10,4,121.3,59,-14,-0.2,0
62,Beau Morgan\beau-morgan-1,Air Force,WAC,11,95,180,52.8,1210,6.7,6.1,8,6,117.2,225,1494,6.6,18
63,Carl Dean\carl-dean-1,San Jose State,WAC,12,191,369,51.8,2449,6.6,5.7,10,12,110.0,92,90,1.0,0
64,Tone Jones\tone-jones-1,Oklahoma State,Big 12,10,130,234,55.6,1551,6.6,5.6,8,9,114.8,71,170,2.4,2
65,Jeff Dover\jeff-dover-1,Texas Christian,WAC,10,129,221,58.4,1456,6.6,5.6,9,9,119.0,27,-9,-0.3,2
66,Nealon Greene*\nealon-greene-1,Clemson,ACC,12,111,219,50.7,1446,6.6,5.7,8,8,110.9,78,190,2.4,3
67,Chris Redman\chris-redman-1,Louisville,CUSA,11,144,272,52.9,1773,6.5,5.6,8,9,110.8,37,-148,-4.0,0
68,Todd Doxzon\todd-doxzon-1,Iowa State,Big 12,11,124,231,53.7,1498,6.5,5.8,12,9,117.5,86,223,2.6,4
69,Justin Fuente\justin-fuente-1,Oklahoma,Big 12,11,91,196,46.4,1271,6.5,5.0,8,10,104.2,29,-69,-2.4,2
70,Brian Cummings\brian-cummings-1,Maryland,ACC,9,92,173,53.2,1127,6.5,5.0,7,9,110.8,64,-132,-2.1,2
71,Brian Kuklick\brian-kuklick-1,Wake Forest,ACC,11,205,396,51.8,2526,6.4,5.5,11,13,108.0,80,-72,-0.9,1
72,Branndon Stewart\branndon-stewart-2,Texas A&M,Big 12,12,146,299,48.8,1904,6.4,5.9,9,7,107.6,70,9,0.1,2
73,Zebbie Lethridge\zebbie-lethridge-1,Texas Tech,Big 12,11,117,267,43.8,1686,6.3,6.1,11,6,106.0,114,286,2.5,5
74,Ryan Huzjak\ryan-huzjak-1,Toledo,MAC,11,183,332,55.1,2058,6.2,6.2,15,7,117.9,149,264,1.8,1
75,Wally Richardson\wally-richardson-1,Penn State,Big Ten,12,145,279,52.0,1732,6.2,5.4,7,8,106.7,29,-98,-3.4,0
76,Marcus Crandell\marcus-crandell-1,East Carolina,Ind,11,136,245,55.5,1507,6.2,5.6,16,10,120.6,43,109,2.5,0
77,Pete Burks\pete-burks-1,Arkansas,SEC,11,115,224,51.3,1390,6.2,4.9,6,9,104.3,92,74,0.8,2
78,Jermaine Alfred\jermaine-alfred-1,Baylor,Big 12,10,90,184,48.9,1148,6.2,5.9,8,5,110.2,39,-114,-2.9,1
79,Walter Church\walter-church-1,Eastern Michigan,MAC,10,178,355,50.1,2151,6.1,4.9,11,14,103.4,71,-251,-3.5,0
80,Troy DeGar\troy-degar-1,Tulsa,WAC,11,97,219,44.3,1336,6.1,5.7,9,6,103.6,74,208,2.8,0
81,Rodney Hudson\rodney-hudson-3,UAB,Ind,11,77,194,39.7,1176,6.1,4.9,9,9,96.6,106,356,3.4,5
82,Tim Lester\tim-lester-1,Western Michigan,MAC,11,203,363,55.9,2189,6.0,5.7,14,9,114.3,59,-30,-0.5,2
83,Matt Hasselbeck\matt-hasselbeck-1,Boston College,Big East,11,171,330,51.8,1990,6.0,5.3,9,9,106.0,87,-214,-2.5,2
84,Brandon Barker\brandon-barker-1,Northern Illinois,Ind,11,105,203,51.7,1223,6.0,4.0,2,10,95.7,64,-114,-1.8,0
85,Chad Johnston*\chad-johnston-1,West Virginia,Big East,12,167,334,50.0,1958,5.9,5.5,12,8,106.3,60,-193,-3.2,0
86,Bob Niemet\bob-niemet-1,Bowling Green State,MAC,9,83,191,43.5,1129,5.9,4.4,6,9,94.1,61,121,2.0,2
87,Derrick Taite\derrick-taite-1,Mississippi State,SEC,10,75,171,43.9,1009,5.9,5.3,6,5,99.2,41,6,0.1,0
88,Shaun King\shaun-king-1,Tulane,CUSA,11,132,273,48.4,1574,5.8,5.2,8,7,101.3,43,16,0.4,1
89,Matt Lytle\matt-lytle-1,Pitt,Big East,10,105,214,49.1,1249,5.8,5.3,8,6,104.8,51,18,0.4,1
90,Sam Ricketts\sam-ricketts-1,Miami (OH),MAC,10,125,234,53.4,1333,5.7,5.6,8,4,109.1,41,17,0.4,0
91,Billy Jack Haskins\billy-jack-haskins-1,Kentucky,SEC,11,93,175,53.1,967,5.5,4.8,5,5,103.3,84,23,0.3,2
92,Scott Weaver\scott-weaver-1,Illinois,Big Ten,11,176,314,56.1,1701,5.4,3.9,7,14,100.0,51,-189,-3.7,0
93,Qadry Anderson\qadry-anderson-1,Memphis,CUSA,11,141,287,49.1,1557,5.4,4.1,6,11,93.9,129,121,0.9,3
94,Leonard Lilja\leonard-lilja-1,UTEP,WAC,11,106,220,48.2,1193,5.4,4.2,9,10,98.1,60,-6,-0.1,0
95,Damian Allen\damian-allen-1,Vanderbilt,SEC,11,118,279,42.3,1472,5.3,3.9,5,11,84.6,67,-228,-3.4,1
96,Mike Stephans\mike-stephans-1,Rutgers,Big East,10,73,172,42.4,918,5.3,4.2,4,6,88.0,40,-89,-2.2,1
97,Glenn Freitas\glenn-freitas-1,Hawaii,WAC,11,129,234,55.1,1157,4.9,3.3,8,12,97.7,115,352,3.1,3
98,Jason Mills\jason-mills-1,North Texas,Big West,10,91,211,43.1,1016,4.8,3.8,5,7,84.8,71,24,0.3,3
99,Brent Pettus\brent-pettus-1,Arkansas State,Ind,11,94,199,47.2,903,4.5,2.5,4,11,80.9,10,8,0.8,0
