,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
15,Tony Robinson\tony-robinson-3,Tennessee,SEC,11,156,253,61.7,1963,7.8,7.3,14,9,138.0,78,126,1.6,3
16,Kevin Sweeney\kevin-sweeney-1,Fresno State,PCAA,12,227,421,53.9,3259,7.7,7.3,20,13,128.4,95,-145,-1.5,3
17,Jim Everett*\jim-everett-2,Purdue,Big Ten,12,249,431,57.8,3256,7.6,6.7,18,16,127.6,52,-49,-0.9,1
18,Todd Dodge\todd-dodge-1,Texas,SWC,11,100,210,47.6,1599,7.6,4.6,11,19,110.8,59,6,0.1,2
19,Danny Sparkman\danny-sparkman-1,Memphis,Ind,11,81,174,46.6,1315,7.6,5.8,7,10,111.8,51,-12,-0.2,0
20,Damon Allen\damon-allen-1,Cal State Fullerton,PCAA,12,178,330,53.9,2469,7.5,8.3,20,3,135.0,106,220,2.1,5
21,Don Majkowski\don-majkowski-1,Virginia,ACC,11,83,168,49.4,1235,7.4,5.9,8,9,116.2,83,305,3.7,5
22,Kelly Stouffer\kelly-stouffer-1,Colorado State,WAC,9,168,295,56.9,2151,7.3,6.3,14,13,125.0,45,-130,-2.9,1
23,Rusty Hilger*\rusty-hilger-1,Oklahoma State,Big 8,12,165,281,58.7,2048,7.3,6.9,8,6,125.1,63,-49,-0.8,2
24,Lee Saltz\lee-saltz-1,Temple,Ind,11,97,184,52.7,1337,7.3,5.0,6,12,111.5,106,20,0.2,0
25,Jack Trudeau\jack-trudeau-1,Illinois,Big Ten,11,247,378,65.3,2724,7.2,7.0,18,10,136.3,52,73,1.4,0
26,Todd Santos\todd-santos-1,San Diego State,WAC,12,160,285,56.1,2063,7.2,5.7,9,14,117.5,47,-233,-5.0,0
27,Kevin White\kevin-white-1,West Virginia,Ind,11,112,202,55.4,1447,7.2,6.6,6,5,120.5,57,-16,-0.3,1
28,Brian McClure\brian-mcclure-1,Bowling Green State,MAC,11,263,414,63.5,2951,7.1,6.7,21,13,133.9,52,-99,-1.9,2
29,Alfred Jenkins\alfred-jenkins-1,Arizona,Pac-10,11,156,312,50.0,2202,7.1,5.3,11,17,110.0,87,-30,-0.3,4
30,Mark Rypien\mark-rypien-1,Washington State,Pac-10,11,134,271,49.4,1927,7.1,5.7,14,15,115.2,101,275,2.7,6
31,Raphel Cherry\raphel-cherry-1,Hawaii,WAC,11,143,295,48.5,2055,7.0,6.6,6,5,110.3,168,424,2.5,3
32,Mike Norseth\mike-norseth-1,Kansas,Big 8,11,136,239,56.9,1682,7.0,6.7,9,6,123.4,94,100,1.1,2
33,Mike Eppley\mike-eppley-1,Clemson,ACC,11,116,213,54.5,1494,7.0,5.8,14,12,123.8,72,275,3.8,1
34,Don Smith\don-smith-3,Mississippi State,SEC,11,75,176,42.6,1236,7.0,5.4,6,9,102.6,128,545,4.3,9
35,Bob Frasco\bob-frasco-1,San Jose State,PCAA,11,221,387,57.1,2688,6.9,6.7,20,11,126.8,98,118,1.2,4
36,Kurt Page\kurt-page-1,Vanderbilt,SEC,11,203,350,58.0,2405,6.9,6.6,16,9,125.7,41,-64,-1.6,1
37,Jeff Wickersham\jeff-wickersham-1,LSU,SEC,11,178,312,57.1,2165,6.9,5.8,12,13,119.7,41,-84,-2.0,0
38,Paul Berner\paul-berner-1,Pacific,PCAA,10,164,309,53.1,2126,6.9,5.0,13,19,112.5,37,-71,-1.9,1
39,Ed Rubbert\ed-rubbert-1,Louisville,Ind,11,184,362,50.8,2465,6.8,4.3,18,28,109.0,25,-112,-4.5,0
40,Mike Howard*\mike-howard-1,Wisconsin,Big Ten,12,182,314,58.0,2127,6.8,5.8,11,12,118.8,87,11,0.1,1
41,Kevin Anthony\kevin-anthony-1,North Carolina,ACC,11,146,265,55.1,1786,6.7,5.6,8,10,114.1,82,-4,0.0,2
42,Tim Esposito\tim-esposito-1,North Carolina State,ACC,11,143,262,54.6,1751,6.7,4.9,10,15,111.9,69,23,0.3,0
43,Dave Yarema*\dave-yarema-1,Michigan State,Big Ten,12,119,222,53.6,1477,6.7,4.6,11,15,112.3,79,-72,-0.9,2
44,Bill Byrne\bill-byrne-1,Navy,Ind,11,109,213,51.2,1425,6.7,5.8,11,9,116.0,35,-34,-1.0,3
45,Don Wallace\don-wallace-1,Louisiana,Ind,10,88,167,52.7,1127,6.7,5.2,5,8,109.7,116,184,1.6,5
46,Bill Ransdell\bill-ransdell-2,Kentucky,SEC,11,148,266,55.6,1748,6.6,5.5,11,11,116.2,35,-60,-1.7,0
47,Tom Muecke\tom-muecke-1,Baylor,SWC,11,97,213,45.5,1402,6.6,5.0,10,12,105.1,70,95,1.4,1
48,Steve Hoffman\steve-hoffman-1,Western Michigan,MAC,11,151,265,57.0,1732,6.5,6.0,8,7,116.6,49,-26,-0.5,1
49,Tim Green*\tim-green-1,USC,Pac-10,12,116,224,51.8,1448,6.5,5.3,5,8,106.3,49,-24,-0.5,1
50,Dennis Swearingen\dennis-swearingen-1,Ohio,MAC,11,117,185,63.2,1211,6.5,4.8,4,9,115.6,87,79,0.9,2
51,Gerald Landry\gerald-landry-1,Houston,SWC,11,113,235,48.1,1503,6.4,4.0,12,18,103.3,177,384,2.2,3
52,Neil Britt\neil-britt-1,Ball State,MAC,11,107,189,56.6,1205,6.4,3.5,2,13,99.9,30,-122,-4.1,0
53,Steve Bradley\steve-bradley-1,Indiana,Big Ten,11,208,402,51.7,2544,6.3,4.6,10,20,103.2,77,17,0.2,2
54,Kent Austin\kent-austin-1,Ole Miss,SEC,11,177,302,58.6,1889,6.3,5.6,8,8,114.6,103,150,1.5,0
55,John Congemi\john-congemi-1,Pitt,Ind,11,93,174,53.4,1102,6.3,5.6,9,7,115.7,37,-7,-0.2,2
56,Gym Kimball\gym-kimball-1,Utah State,PCAA,11,152,308,49.4,1913,6.2,5.4,7,9,103.2,48,-3,-0.1,1
57,Eric Hochberg\eric-hochberg-1,Rutgers,Ind,10,163,306,53.3,1909,6.2,5.8,9,7,110.8,25,-87,-3.5,1
58,Foy White\foy-white-1,Wake Forest,ACC,11,143,252,56.7,1544,6.1,6.2,12,5,120.0,43,6,0.1,0
59,Steve Bono\steve-bono-1,UCLA,Pac-10,11,118,218,54.1,1333,6.1,5.5,7,6,110.6,56,25,0.4,1
60,Steve Slayden\steve-slayden-1,Duke,ACC,9,113,202,55.9,1229,6.1,4.5,4,9,104.7,61,-78,-1.3,1
61,Hugh Millen\hugh-millen-1,Washington,Pac-10,10,89,171,52.0,1051,6.1,4.4,5,9,102.8,27,20,0.7,2
62,Craig Stump\craig-stump-1,Texas A&M,SWC,11,94,189,49.7,1135,6.0,4.9,10,9,108.1,80,145,1.8,0
63,Troy Bodine\troy-bodine-1,Cincinnati,Ind,11,171,350,48.9,2056,5.9,4.2,15,20,100.9,63,20,0.3,0
64,Chris Miller\chris-miller-4,Oregon,Pac-10,11,145,289,50.2,1712,5.9,5.1,10,10,104.4,48,0,0.0,1
65,Kerry Overton\kerry-overton-1,Rice,SWC,11,117,271,43.2,1593,5.9,3.7,7,16,89.3,100,27,0.3,5
66,Ken Karcher\ken-karcher-1,Tulane,Ind,9,112,230,48.7,1341,5.8,4.2,8,12,98.7,35,-143,-4.1,0
67,Ken Karcher\ken-karcher-2,Tulane,Ind,9,112,230,48.7,1341,5.8,4.2,8,12,98.7,35,-143,-4.1,0
68,A.J. Sager*\aj-sager-1,Toledo,MAC,12,156,290,53.8,1647,5.7,3.7,7,16,98.4,51,-115,-2.3,1
69,Brian McDonald\brian-mcdonald-2,Wichita State,MVC,11,95,229,41.5,1302,5.7,4.2,10,12,93.2,94,-115,-1.2,3
70,Robert Adams\robert-adams-1,Ball State,MAC,11,101,175,57.7,996,5.7,4.3,6,8,107.7,22,-77,-3.5,0
71,Gale Gilbert\gale-gilbert-1,California,Pac-10,11,166,308,53.9,1693,5.5,3.8,6,14,97.4,70,-148,-2.1,1
72,Pete Genatempo\pete-genatempo-1,Northern Illinois,MAC,11,94,171,55.0,916,5.4,3.0,5,11,96.8,37,-119,-3.2,0
73,Stu Rayburn\stu-rayburn-1,Kent State,MAC,11,125,266,47.0,1381,5.2,2.7,0,15,79.3,78,32,0.4,3
74,Robert Gordon\robert-gordon-2,Eastern Michigan,MAC,11,89,189,47.1,949,5.0,3.6,5,8,89.5,74,87,1.2,1
75,Todd Norley\todd-norley-1,Syracuse,Ind,11,93,171,54.4,829,4.8,3.9,5,6,97.7,57,-130,-2.3,0
