,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
48,Bret Johnson\bret-johnson-1,UCLA,Pac-10,11,145,252,57.5,1791,7.1,5.7,12,13,122.6,64,11,0.2,1
49,Jeremy Leach\jeremy-leach-1,New Mexico,WAC,12,282,511,55.2,3573,7.0,6.1,22,20,120.3,79,-210,-2.7,2
50,Cary Conklin\cary-conklin-1,Washington,Pac-10,11,208,365,57.0,2569,7.0,5.8,16,17,121.3,68,-67,-1.0,2
51,Gary Hollingsworth\gary-hollingsworth-1,Alabama,SEC,11,205,339,60.5,2379,7.0,5.7,14,16,123.6,44,-54,-1.2,0
52,Troy Taylor\troy-taylor-1,California,Pac-10,11,220,394,55.8,2738,6.9,6.4,16,12,121.5,87,46,0.5,0
53,Mark Melfi\mark-melfi-1,Toledo,MAC,11,131,237,55.3,1632,6.9,4.9,10,15,114.4,58,-12,-0.2,0
54,Rich Dackin\rich-dackin-1,Bowling Green State,MAC,11,215,394,54.6,2679,6.8,6.5,18,11,121.2,71,-2,0.0,1
55,Brett Favre\brett-favre-1,Southern Mississippi,Ind,11,206,381,54.1,2588,6.8,6.3,14,10,118.0,43,-25,-0.6,0
56,Scott Erney\scott-erney-1,Rutgers,Ind,11,208,374,55.6,2536,6.8,5.5,15,17,116.7,69,139,2.0,3
57,Mike Gimenez\mike-gimenez-1,Colorado State,WAC,10,97,179,54.2,1223,6.8,4.7,6,11,110.4,68,113,1.7,5
58,Shane Montgomery\shane-montgomery-1,North Carolina State,ACC,11,217,396,54.8,2632,6.6,5.8,16,15,116.4,34,-52,-1.5,1
59,Tim O'Brien\tim-obrien-1,Northwestern,Big Ten,11,207,334,62.0,2218,6.6,5.5,14,15,122.6,90,44,0.5,4
60,Donald Hollas\donald-hollas-1,Rice,SWC,9,156,276,56.5,1815,6.6,5.5,5,9,111.2,95,431,4.5,7
61,Freddie Maggard\freddie-maggard-1,Kentucky,SEC,11,130,231,56.3,1515,6.6,4.7,6,12,109.5,103,-69,-0.7,0
62,Travis Hunter\travis-hunter-1,East Carolina,Ind,11,110,223,49.3,1478,6.6,5.8,15,11,117.3,98,398,4.1,4
63,Phillip Barnhill\phillip-barnhill-1,Wake Forest,ACC,11,182,377,48.3,2454,6.5,6.1,17,11,112.0,92,366,4.0,3
64,Kirk Johnson\kirk-johnson-3,Utah State,Big West,11,127,286,44.4,1862,6.5,4.7,8,15,97.8,82,-64,-0.8,6
65,Shawn Jones\shawn-jones-2,Georgia Tech,ACC,11,142,271,52.4,1748,6.5,5.2,12,13,111.6,112,330,2.9,3
66,Anthony Thornton\anthony-thornton-2,Ohio,MAC,11,120,234,51.3,1502,6.4,4.4,6,13,102.6,104,302,2.9,4
67,Jeff Bender\jeff-bender-1,Central Michigan,MAC,11,108,232,46.6,1487,6.4,4.6,6,12,98.6,54,13,0.2,0
68,Brian Mitchell\brian-mitchell-1,Louisiana,Ind,11,143,312,45.8,1966,6.3,4.2,6,17,94.2,237,1311,5.5,19
69,Troy Kopp\troy-kopp-1,Pacific,Big West,11,138,241,57.3,1510,6.3,5.7,11,8,118.3,68,-34,-0.5,0
70,Deron Smith\deron-smith-1,Tulane,Ind,12,237,423,56.0,2613,6.2,5.3,18,16,114.4,107,143,1.3,4
71,Ron Jiles\ron-jiles-1,Texas Christian,SWC,11,145,285,50.9,1763,6.2,4.0,9,18,100.6,115,343,3.0,2
72,Dave Schnell\dave-schnell-1,Indiana,Big Ten,11,146,258,56.6,1608,6.2,5.1,4,8,107.9,94,188,2.0,4
73,Matt Booher\matt-booher-1,Oregon State,Pac-10,11,122,201,60.7,1242,6.2,4.3,4,10,109.2,93,125,1.3,0
74,Mike Johnson\mike-johnson-6,Akron,Ind,11,139,299,46.5,1819,6.1,5.0,9,11,100.2,113,398,3.5,5
75,Gene Johnson\gene-johnson-3,Louisiana Tech,Ind,9,147,296,49.7,1779,6.0,5.3,12,10,106.8,54,34,0.6,1
76,Phil Vinson\phil-vinson-1,New Mexico State,Big West,11,144,289,49.8,1723,6.0,5.0,9,10,103.3,90,74,0.8,1
77,Brad Tayles\brad-tayles-1,Western Michigan,MAC,11,147,321,45.8,1909,5.9,2.9,8,25,88.4,89,112,1.3,6
78,Mike Romo\mike-romo-1,SMU,SWC,11,282,503,56.1,2927,5.8,4.8,14,18,107.0,78,-166,-2.1,0
79,Joe Napoli\joe-napoli-1,Miami (OH),MAC,11,191,342,55.8,1988,5.8,3.7,7,19,100.3,61,-236,-3.9,2
80,Joe Dalpra\joe-dalpra-1,Kent State,MAC,11,86,191,45.0,1089,5.7,3.1,7,14,90.4,90,294,3.3,3
81,Steve Smith\steve-smith-15,Stanford,Pac-10,10,150,270,55.6,1502,5.6,4.2,7,11,102.7,42,-115,-2.7,1
82,John Gromos\john-gromos-1,Vanderbilt,SEC,11,154,320,48.1,1744,5.5,4.3,9,12,95.7,43,-165,-3.8,1
83,Victor Lay\victor-lay-1,Temple,Ind,11,73,167,43.7,684,4.1,1.1,0,11,64.9,25,-145,-5.8,0
