,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
32,Kevin Sweeney\kevin-sweeney-1,Fresno State,PCAA,11,166,334,49.7,2359,7.1,5.5,16,19,113.5,80,-80,-1.0,0
33,Bernie Kosar\bernie-kosar-1,Miami (FL),Ind,11,201,327,61.5,2329,7.1,6.3,15,13,128.5,52,-156,-3.0,4
34,Wayne Peace\wayne-peace-1,Florida,SEC,11,186,292,63.7,2079,7.1,6.3,10,10,128.0,59,11,0.2,3
35,Brad Taylor\brad-taylor-2,Arkansas,SWC,11,139,257,54.1,1837,7.1,6.4,9,8,119.5,91,-31,-0.3,3
36,Brian McClure\brian-mcclure-1,Bowling Green State,MAC,11,298,466,63.9,3264,7.0,6.1,16,16,127.2,72,-255,-3.5,1
37,Tom Tunnicliffe\tom-tunnicliffe-1,Arizona,Pac-10,11,185,351,52.7,2474,7.0,5.6,11,16,113.1,45,-10,-0.2,3
38,Steve Pelluer\steve-pelluer-1,Washington,Pac-10,11,213,317,67.2,2212,7.0,6.5,11,8,132.2,88,164,1.9,3
39,Scott Stankavage\scott-stankavage-1,North Carolina,ACC,11,147,249,59.0,1721,6.9,6.8,16,8,131.9,39,-21,-0.5,4
40,Alan Cockrell\alan-cockrell-1,Tennessee,SEC,11,128,243,52.7,1683,6.9,6.1,13,10,120.3,42,-22,-0.5,2
41,Steve Smith*\steve-smith-13,Michigan,Big Ten,12,106,205,51.7,1420,6.9,6.4,13,8,123.0,103,667,6.5,10
42,Neil Britt\neil-britt-1,Ball State,MAC,11,206,348,59.2,2377,6.8,4.3,13,25,114.5,49,-55,-1.1,0
43,Gary Schofield\gary-schofield-1,Wake Forest,ACC,11,187,333,56.2,2253,6.8,5.7,16,15,119.8,39,-100,-2.6,1
44,Jon Carlson\jon-carlson-1,San Jose State,PCAA,11,153,290,52.8,1961,6.8,4.8,12,18,110.8,46,-31,-0.7,1
45,John Congemi*\john-congemi-1,Pitt,Ind,12,170,286,59.4,1940,6.8,6.6,16,8,129.3,57,-75,-1.3,2
46,Jim Kelso\jim-kelso-1,Toledo,MAC,11,106,197,53.8,1346,6.8,5.9,7,7,115.8,95,215,2.3,6
47,Scott Campbell\scott-campbell-2,Purdue,Big Ten,11,183,305,60.0,2031,6.7,5.1,12,16,118.4,38,-79,-2.1,3
48,Stu Rayburn\stu-rayburn-1,Kent State,MAC,9,117,217,53.9,1461,6.7,3.4,7,19,103.6,71,139,2.0,2
49,Tim Tyrrell\tim-tyrrell-1,Northern Illinois,MAC,11,91,189,48.1,1260,6.7,6.3,8,5,112.8,166,539,3.2,7
50,Ben Bennett\ben-bennett-2,Duke,ACC,11,300,469,64.0,3086,6.6,6.2,17,12,126.1,57,-136,-2.4,0
51,John Paye\john-paye-2,Stanford,Pac-10,11,150,297,50.5,1971,6.6,4.7,10,17,105.9,63,-39,-0.6,0
52,Mike Pitz\mike-pitz-1,Pacific,PCAA,10,134,256,52.3,1678,6.6,4.4,11,17,108.3,34,-74,-2.2,1
53,Steve Hoffman\steve-hoffman-1,Western Michigan,MAC,11,125,213,58.7,1407,6.6,4.7,7,12,113.8,67,-108,-1.6,2
54,Allen Mitchell\allen-mitchell-1,South Carolina,Ind,11,80,172,46.5,1142,6.6,2.5,5,18,90.9,112,182,1.6,2
55,David Archer\david-archer-1,Iowa State,Big 8,11,234,403,58.1,2639,6.5,6.1,18,12,121.9,110,59,0.5,3
56,Donny Harrison\donny-harrison-1,Ohio,MAC,11,203,357,56.9,2309,6.5,5.0,10,16,111.5,171,79,0.5,4
57,Steve Bradley\steve-bradley-1,Indiana,Big Ten,11,182,355,51.3,2298,6.5,5.1,14,17,109.1,66,108,1.6,1
58,Tim Esposito\tim-esposito-1,North Carolina State,ACC,11,190,323,58.8,2096,6.5,4.9,8,15,112.2,48,-62,-1.3,3
59,Damon Allen\damon-allen-1,Cal State Fullerton,PCAA,11,103,200,51.5,1297,6.5,6.2,4,3,109.6,118,126,1.1,5
60,Kurt Page\kurt-page-1,Vanderbilt,SEC,11,286,493,58.0,3178,6.4,4.4,14,29,109.8,60,-144,-2.4,2
61,Danny Sparkman\danny-sparkman-1,Memphis,Ind,11,105,216,48.6,1390,6.4,5.2,11,11,109.3,71,29,0.4,0
62,John Bond\john-bond-3,Mississippi State,SEC,11,92,205,44.9,1306,6.4,3.9,2,12,89.9,164,612,3.7,13
63,Tim Riordan\tim-riordan-1,Temple,Ind,11,143,277,51.6,1732,6.3,5.0,7,11,104.5,64,-74,-1.2,2
64,Chico Canales\chico-canales-1,Utah State,PCAA,11,117,214,54.7,1343,6.3,5.5,7,7,111.6,70,-136,-1.9,3
65,Jacque LaPrarie\jacque-laprarie-1,Rutgers,Ind,11,104,203,51.2,1275,6.3,3.6,7,15,100.6,80,53,0.7,2
66,Randy Jenkins\randy-jenkins-1,Kentucky,SEC,11,118,203,58.1,1272,6.3,5.0,10,10,117.2,39,-85,-2.2,2
67,Kevin Murray\kevin-murray-1,Texas A&M,SWC,10,132,249,53.0,1544,6.2,5.7,14,9,116.4,84,99,1.2,3
68,Donnie Schexnider\donnie-schexnider-1,Louisiana,Ind,10,89,164,54.3,1016,6.2,5.6,9,6,117.1,98,311,3.2,0
69,Dean May\dean-may-1,Louisville,Ind,11,139,263,52.9,1609,6.1,5.2,6,8,105.7,39,-71,-1.8,3
70,Steve Coulter\steve-coulter-1,Eastern Michigan,MAC,11,140,304,46.1,1827,6.0,3.7,8,19,92.7,66,59,0.9,1
71,Todd Rollins\todd-rollins-1,Miami (OH),MAC,11,110,212,51.9,1262,6.0,4.7,7,9,104.3,102,176,1.7,3
72,Steve Vogel\steve-vogel-1,Colorado,Big 8,10,110,236,46.6,1385,5.9,4.6,12,12,102.5,18,-58,-3.2,0
73,Todd Dillon\todd-dillon-1,Long Beach State,PCAA,12,209,379,55.1,2187,5.8,5.3,11,9,108.4,67,-186,-2.8,4
74,Greg Murphy\greg-murphy-1,Minnesota,Big Ten,11,115,242,47.5,1410,5.8,3.3,6,16,91.4,36,-70,-1.9,0
75,Ladd McKittrick\ladd-mckittrick-1,Oregon State,Pac-10,11,74,191,38.7,1106,5.8,2.0,4,18,75.4,86,21,0.2,0
76,Phillip Money\phillip-money-1,Rice,SWC,11,97,197,49.2,1131,5.7,3.6,4,11,93.0,105,-33,-0.3,0
77,Rick Williamson\rick-williamson-1,Navy,Ind,11,123,249,49.4,1394,5.6,4.3,8,11,98.2,70,-14,-0.2,2
78,Jim Hart\jim-hart-1,Texas Tech,SWC,11,108,216,50.0,1216,5.6,3.6,5,12,93.8,103,208,2.0,6
79,Todd Norley\todd-norley-1,Syracuse,Ind,11,87,177,49.2,999,5.6,3.7,5,10,94.6,54,-57,-1.1,0
80,Sandy Schwab\sandy-schwab-1,Northwestern,Big Ten,9,188,334,56.3,1838,5.5,3.3,6,19,97.1,75,-75,-1.0,1
81,Mike Jorgensen\mike-jorgensen-1,Oregon,Pac-10,9,72,174,41.4,938,5.4,3.1,5,11,83.5,38,-3,-0.1,1
82,Kent Austin\kent-austin-1,Ole Miss,SEC,11,107,211,50.7,1077,5.1,2.2,3,15,84.1,91,-25,-0.3,0
