,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
40,Tommy Hodson\tommy-hodson-1,LSU,SEC,11,154,293,52.6,2074,7.1,6.1,13,12,118.5,33,-62,-1.9,0
41,Kelly Donohoe\kelly-donohoe-1,Kansas,Big 8,11,131,258,50.8,1844,7.1,5.6,9,13,112.2,81,-69,-0.9,3
42,Eric Smith\eric-smith-3,Bowling Green State,MAC,11,104,184,56.5,1306,7.1,5.8,6,8,118.2,18,-79,-4.4,1
43,Andre Ware\andre-ware-1,Houston,SWC,11,212,356,59.6,2507,7.0,7.4,25,8,137.4,35,-48,-1.4,2
44,Terrence Jones\terrence-jones-1,Tulane,Ind,11,162,329,49.2,2305,7.0,5.5,15,18,112.2,164,454,2.8,5
45,Dan Speltz\dan-speltz-1,Cal State Fullerton,Big West,11,136,274,49.6,1924,7.0,6.7,13,8,118.4,86,-182,-2.1,1
46,Greg Frey\greg-frey-1,Ohio State,Big Ten,11,152,293,51.9,2028,6.9,5.5,8,13,110.2,60,-34,-0.6,2
47,Jason Palumbis\jason-palumbis-1,Stanford,Pac-10,11,128,228,56.1,1569,6.9,6.2,8,7,119.4,35,-90,-2.6,2
48,Jeff Graham\jeff-graham-1,Long Beach State,Big West,12,226,398,56.8,2720,6.8,5.5,13,18,115.9,66,-154,-2.3,0
49,Jay Gruden\jay-gruden-1,Louisville,Ind,11,224,382,58.6,2605,6.8,5.6,17,18,121.2,56,-182,-3.3,1
50,T.J. Rubley\tj-rubley-1,Tulsa,Ind,11,182,374,48.7,2497,6.7,5.2,17,20,109.1,45,-81,-1.8,0
51,Erik Wilhelm\erik-wilhelm-1,Oregon State,Pac-10,11,275,442,62.2,2896,6.6,6.5,18,9,126.6,70,30,0.4,2
52,Brian Mitchell\brian-mitchell-1,Louisiana,Ind,11,129,273,47.3,1807,6.6,5.7,8,9,105.9,180,743,4.1,15
53,Brad Platt\brad-platt-1,San Diego State,WAC,11,130,226,57.5,1466,6.5,4.8,3,10,107.5,44,-190,-4.3,3
54,Scott Schaffner\scott-schaffner-1,Minnesota,Big Ten,11,106,191,55.5,1234,6.5,5.5,7,7,114.5,97,146,1.5,3
55,Scooter Molander\scooter-molander-1,Colorado State,WAC,11,175,347,50.4,2232,6.4,4.1,9,22,100.3,35,-161,-4.6,0
56,Brad Goebel\brad-goebel-1,Baylor,SWC,11,117,237,49.4,1524,6.4,4.2,9,16,102.4,50,-58,-1.2,1
57,Scott Erney\scott-erney-1,Rutgers,Ind,11,188,339,55.5,2123,6.3,5.0,13,15,111.9,42,69,1.6,2
58,Mark Young\mark-young-1,Ole Miss,SEC,11,156,312,50.0,1969,6.3,6.1,10,6,109.7,64,-80,-1.3,0
59,Glenn Farkas\glenn-farkas-1,Cincinnati,Ind,11,114,204,55.9,1279,6.3,5.5,8,7,114.6,52,-96,-1.8,1
60,Glenn Fohr\glenn-fohr-1,Kentucky,SEC,11,91,201,45.3,1260,6.3,4.1,5,12,94.2,54,9,0.2,0
61,Jeff George\jeff-george-1,Illinois,Big Ten,11,212,366,57.9,2257,6.2,5.7,9,8,113.5,24,-190,-7.9,0
62,Anthony Thornton\anthony-thornton-2,Ohio,MAC,11,78,187,41.7,1162,6.2,3.0,4,15,84.9,165,575,3.5,4
63,Rodney Williams*\rodney-williams-2,Clemson,ACC,12,78,186,41.9,1144,6.2,5.7,5,4,98.2,79,299,3.8,6
64,Jeremy Leach\jeremy-leach-1,New Mexico,WAC,11,165,323,51.1,1986,6.1,4.7,10,15,103.7,88,-220,-2.5,1
65,Cary Conklin\cary-conklin-1,Washington,Pac-10,11,153,302,50.7,1833,6.1,5.0,11,12,105.7,81,116,1.4,2
66,Todd Ellis*\todd-ellis-1,South Carolina,Ind,12,198,391,50.6,2353,6.0,4.1,9,21,98.0,38,-188,-4.9,0
67,Greg Bradshaw\greg-bradshaw-1,Northwestern,Big Ten,11,129,257,50.2,1550,6.0,4.8,9,11,103.9,67,137,2.0,3
68,Chris Ondrula\chris-ondrula-1,Miami (OH),MAC,11,128,219,58.4,1304,6.0,4.2,5,11,106.0,34,-97,-2.9,1
69,Charles Price\charles-price-3,UNLV,Big West,9,96,200,48.0,1200,6.0,4.6,4,8,97.0,43,-89,-2.1,0
70,Quentis Roper\quentis-roper-1,Rice,SWC,11,135,271,49.8,1607,5.9,5.0,7,9,101.5,124,315,2.5,2
71,Mark Murdock\mark-murdock-1,Texas,SWC,10,98,202,48.5,1199,5.9,4.0,10,13,101.8,36,-161,-4.5,2
72,Todd Rampley\todd-rampley-1,Georgia Tech,ACC,11,154,275,56.0,1579,5.7,4.1,6,13,102.0,23,-100,-4.3,0
73,Tony Shell\tony-shell-1,Mississippi State,SEC,11,153,335,45.7,1884,5.6,4.0,13,18,95.0,28,-55,-2.0,0
74,Mike Reneau\mike-reneau-1,New Mexico State,Big West,11,94,214,43.9,1179,5.5,2.6,5,16,83.0,49,13,0.3,0
75,Carl Straw\carl-straw-1,Kansas State,Big 8,10,191,358,53.4,1947,5.4,3.8,9,17,97.8,63,-194,-3.1,1
76,Will Furrer\will-furrer-1,Virginia Tech,Ind,10,128,279,45.9,1384,5.0,2.8,6,16,83.2,58,-87,-1.5,0
77,Conroy Hines\conroy-hines-1,Louisiana Tech,Ind,10,116,262,44.3,1286,4.9,4.3,5,6,87.2,42,-236,-5.6,0
78,Gene Johnson\gene-johnson-3,Louisiana Tech,Ind,9,75,183,41.0,870,4.8,2.0,4,13,73.9,32,-83,-2.6,0
